employer_id,sektor_usaha,wilayah,skala,tanggal_registrasi
EMP-0395,Perdagangan & Ritel,Jawa Barat,Besar,2022-01-01
EMP-0396,Perdagangan & Ritel,Jawa Barat,Besar,2022-01-01
EMP-0397,Perdagangan & Ritel,Jawa Barat,Besar,2022-01-01
EMP-0398,Perdagangan & Ritel,Jawa Barat,Besar,2022-01-01
EMP-0399,Perdagangan & Ritel,Jawa Barat,Besar,2022-01-01
EMP-0400,Perdagangan & Ritel,Jawa Barat,Besar,2022-01-01
EMP-0401,Perdagangan & Ritel,Jawa Barat,Besar,2022-01-01
EMP-0402,Perdagangan & Ritel,Jawa Barat,Besar,2022-01-01
EMP-0403,Perdagangan & Ritel,Jawa Barat,Besar,2022-01-01
EMP-0404,Perdagangan & Ritel,Jawa Barat,Besar,2022-01-01
EMP-0405,Perdagangan & Ritel,Jawa Barat,Besar,2022-01-01
EMP-0406,Perdagangan & Ritel,Jawa Barat,Besar,2022-01-01
EMP-0407,Perdagangan & Ritel,Jawa Barat,Besar,2022-01-01
EMP-0408,Perdagangan & Ritel,Jawa Barat,Besar,2022-01-01
EMP-0409,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0410,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0411,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0412,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0413,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0414,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0415,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0416,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0417,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0418,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0419,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0420,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0421,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0422,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0423,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0424,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0425,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0426,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0427,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0428,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0429,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0430,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0431,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0432,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0433,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0434,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0435,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0436,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0437,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0438,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0439,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0440,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0441,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0442,Perdagangan & Ritel,Jawa Timur,Kecil,2022-01-01
EMP-0443,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0444,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0445,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0446,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0447,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0448,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0449,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0450,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0451,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0452,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0453,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0454,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0455,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0456,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0457,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0458,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0459,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0460,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0461,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0462,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0463,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0464,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0465,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0466,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0467,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0468,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0469,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0470,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0471,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0472,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0473,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0474,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0475,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0476,Perdagangan & Ritel,Sumatera Utara,Menengah,2022-01-01
EMP-0477,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0478,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0479,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0480,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0481,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0482,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0483,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0484,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0485,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0486,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0487,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0488,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0489,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0490,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0491,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0492,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0493,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0494,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0495,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0496,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0497,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0498,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0499,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0500,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0501,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0502,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0503,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0504,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0505,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0506,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0507,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0508,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0509,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0510,Perdagangan & Ritel,Sulawesi Selatan,Besar,2022-01-01
EMP-0511,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0512,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0513,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0514,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0515,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0516,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0517,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0518,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0519,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0520,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0521,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0522,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0523,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0524,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0525,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0526,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0527,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0528,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0529,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0530,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0531,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0532,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0533,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0534,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0535,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0536,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0537,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0538,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0539,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0540,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0541,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0542,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0543,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0544,Jasa Keuangan,DKI Jakarta,Kecil,2022-01-01
EMP-0545,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0546,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0547,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0548,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0549,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0550,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0551,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0552,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0553,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0554,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0555,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0556,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0557,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0558,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0559,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0560,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0561,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0562,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0563,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0564,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0565,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0566,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0567,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0568,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0569,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0570,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0571,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0572,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0573,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0574,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0575,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0576,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0577,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0578,Jasa Keuangan,Jawa Barat,Menengah,2022-01-01
EMP-0579,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0580,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0581,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0582,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0583,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0584,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0585,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0586,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0587,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0588,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0589,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0590,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0591,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0592,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0593,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0594,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0595,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0596,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0597,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0598,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0599,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0600,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0601,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0602,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0603,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0604,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0605,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0606,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0607,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0608,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0609,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0610,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0611,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0612,Jasa Keuangan,Jawa Timur,Besar,2022-01-01
EMP-0613,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0614,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0615,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0616,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0617,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0618,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0619,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0620,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0621,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0622,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0623,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0624,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0625,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0626,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0627,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0628,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0629,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0630,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0631,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0632,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0633,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0634,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0635,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0636,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0637,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0638,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0639,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0640,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0641,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0642,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0643,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0644,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0645,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0646,Jasa Keuangan,Sumatera Utara,Kecil,2022-01-01
EMP-0647,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0648,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0649,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0650,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0651,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0652,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0653,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0654,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0655,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0656,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0657,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0658,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0659,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0660,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0661,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0662,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0663,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0664,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0665,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0666,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0667,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0668,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0669,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0670,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0671,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0672,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0673,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0674,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0675,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0676,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0677,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0678,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0679,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0680,Jasa Keuangan,Sulawesi Selatan,Menengah,2022-01-01
EMP-0681,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0682,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0683,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0684,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0685,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0686,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0687,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0688,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0689,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0690,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0691,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0692,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0693,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0694,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0695,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0696,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0697,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0698,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0699,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0700,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0701,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0702,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0703,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0704,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0705,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0706,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0707,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0708,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0709,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0710,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0711,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0712,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0713,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0714,Teknologi & Digital,DKI Jakarta,Besar,2022-01-01
EMP-0715,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0716,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0717,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0718,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0719,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0720,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0721,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0722,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0723,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0724,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0725,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0726,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0727,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0728,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0729,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0730,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0731,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0732,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0733,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0734,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0735,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0736,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0737,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0738,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0739,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0740,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0741,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0742,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0743,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0744,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0745,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0746,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0747,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0748,Teknologi & Digital,Jawa Barat,Kecil,2022-01-01
EMP-0749,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0750,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0751,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0752,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0753,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0754,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0755,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0756,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0757,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0758,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
EMP-0759,Teknologi & Digital,Jawa Timur,Menengah,2022-01-01
