employer_id,periode,expected_contribution,actual_remittance
EMP-0228,2025-10,7310000.0,7314000.0
EMP-0228,2025-11,7325000.0,7287000.0
EMP-0228,2025-12,7458000.0,7477000.0
EMP-0229,2025-01,6910000.0,6916000.0
EMP-0229,2025-02,6859000.0,6846000.0
EMP-0229,2025-03,6747000.0,6860000.0
EMP-0229,2025-04,7114000.0,7140000.0
EMP-0229,2025-05,6843000.0,6804000.0
EMP-0229,2025-06,7116000.0,7093000.0
EMP-0229,2025-07,6978000.0,6851000.0
EMP-0229,2025-08,6983000.0,6861000.0
EMP-0229,2025-09,6899000.0,6865000.0
EMP-0229,2025-10,6630000.0,6652000.0
EMP-0229,2025-11,6734000.0,6810000.0
EMP-0229,2025-12,6764000.0,6693000.0
EMP-0230,2025-01,3701000.0,3720000.0
EMP-0230,2025-02,3750000.0,3814000.0
EMP-0230,2025-03,3841000.0,3891000.0
EMP-0230,2025-04,4091000.0,4119000.0
EMP-0230,2025-05,3674000.0,3623000.0
EMP-0230,2025-06,3926000.0,3902000.0
EMP-0230,2025-07,4152000.0,4187000.0
EMP-0230,2025-08,4145000.0,4169000.0
EMP-0230,2025-09,4293000.0,3565000.0
EMP-0230,2025-10,4375000.0,3634000.0
EMP-0230,2025-11,4485000.0,3725000.0
EMP-0230,2025-12,4456000.0,3701000.0
EMP-0231,2025-01,4900000.0,5101000.0
EMP-0231,2025-02,5078000.0,5090000.0
EMP-0231,2025-03,5182000.0,5250000.0
EMP-0231,2025-04,4824000.0,4822000.0
EMP-0231,2025-05,5138000.0,5152000.0
EMP-0231,2025-06,5098000.0,5080000.0
EMP-0231,2025-07,5052000.0,5058000.0
EMP-0231,2025-08,4985000.0,4915000.0
EMP-0231,2025-09,5209000.0,5257000.0
EMP-0231,2025-10,5319000.0,5497000.0
EMP-0231,2025-11,5481000.0,5491000.0
EMP-0231,2025-12,5393000.0,5294000.0
EMP-0232,2025-01,7351000.0,7292000.0
EMP-0232,2025-02,7492000.0,7609000.0
EMP-0232,2025-03,7414000.0,7317000.0
EMP-0232,2025-04,7228000.0,7258000.0
EMP-0232,2025-05,7141000.0,7227000.0
EMP-0232,2025-06,7072000.0,7108000.0
EMP-0232,2025-07,7089000.0,6960000.0
EMP-0232,2025-08,7290000.0,7251000.0
EMP-0232,2025-09,7537000.0,7612000.0
EMP-0232,2025-10,7877000.0,7802000.0
EMP-0232,2025-11,7839000.0,7871000.0
EMP-0232,2025-12,7853000.0,7778000.0
EMP-0233,2025-01,6518000.0,6564000.0
EMP-0233,2025-02,6418000.0,6427000.0
EMP-0233,2025-03,6580000.0,6604000.0
EMP-0233,2025-04,6487000.0,6441000.0
EMP-0233,2025-05,6223000.0,6164000.0
EMP-0233,2025-06,6291000.0,6147000.0
EMP-0233,2025-07,6143000.0,6100000.0
EMP-0233,2025-08,6138000.0,6112000.0
EMP-0233,2025-09,6152000.0,6181000.0
EMP-0233,2025-10,6269000.0,6153000.0
EMP-0233,2025-11,6313000.0,6417000.0
EMP-0233,2025-12,6410000.0,6363000.0
EMP-0234,2025-01,8008000.0,7973000.0
EMP-0234,2025-02,7922000.0,7963000.0
EMP-0234,2025-03,8032000.0,8004000.0
EMP-0234,2025-04,8174000.0,8220000.0
EMP-0234,2025-05,7846000.0,7788000.0
EMP-0234,2025-06,7949000.0,7893000.0
EMP-0234,2025-07,7811000.0,7785000.0
EMP-0234,2025-08,7337000.0,7293000.0
EMP-0234,2025-09,7360000.0,7378000.0
EMP-0234,2025-10,7489000.0,7577000.0
EMP-0234,2025-11,7442000.0,7267000.0
EMP-0234,2025-12,7340000.0,7422000.0
EMP-0235,2025-01,9191000.0,9219000.0
EMP-0235,2025-02,9408000.0,9544000.0
EMP-0235,2025-03,9628000.0,9658000.0
EMP-0235,2025-04,9569000.0,9627000.0
EMP-0235,2025-05,9341000.0,9228000.0
EMP-0235,2025-06,9247000.0,9363000.0
EMP-0235,2025-07,8906000.0,8804000.0
EMP-0235,2025-08,8980000.0,8963000.0
EMP-0235,2025-09,8781000.0,8951000.0
EMP-0235,2025-10,8503000.0,8558000.0
EMP-0235,2025-11,8411000.0,8361000.0
EMP-0235,2025-12,8581000.0,8566000.0
EMP-0236,2025-01,4319000.0,4344000.0
EMP-0236,2025-02,4139000.0,4185000.0
EMP-0236,2025-03,4298000.0,4251000.0
EMP-0236,2025-04,4201000.0,4235000.0
EMP-0236,2025-05,4234000.0,4228000.0
EMP-0236,2025-06,4168000.0,4123000.0
EMP-0236,2025-07,4211000.0,4243000.0
EMP-0236,2025-08,4076000.0,4047000.0
EMP-0236,2025-09,4077000.0,4032000.0
EMP-0236,2025-10,4084000.0,4088000.0
EMP-0236,2025-11,4015000.0,4023000.0
EMP-0236,2025-12,4168000.0,4161000.0
EMP-0237,2025-01,4133000.0,4081000.0
EMP-0237,2025-02,3845000.0,3910000.0
EMP-0237,2025-03,3866000.0,3899000.0
EMP-0237,2025-04,3768000.0,3791000.0
EMP-0237,2025-05,3788000.0,3752000.0
EMP-0237,2025-06,3767000.0,3748000.0
EMP-0237,2025-07,3773000.0,3719000.0
EMP-0237,2025-08,3691000.0,3678000.0
EMP-0237,2025-09,3725000.0,3677000.0
EMP-0237,2025-10,3639000.0,3614000.0
EMP-0237,2025-11,3864000.0,3957000.0
EMP-0237,2025-12,3839000.0,3941000.0
EMP-0238,2025-01,4170000.0,4169000.0
EMP-0238,2025-02,4177000.0,4157000.0
EMP-0238,2025-03,4017000.0,4054000.0
EMP-0238,2025-04,4169000.0,4158000.0
EMP-0238,2025-05,4029000.0,4079000.0
EMP-0238,2025-06,4058000.0,4070000.0
EMP-0238,2025-07,3980000.0,4036000.0
EMP-0238,2025-08,3884000.0,3938000.0
EMP-0238,2025-09,3965000.0,3939000.0
EMP-0238,2025-10,3826000.0,3814000.0
EMP-0238,2025-11,3928000.0,3941000.0
EMP-0238,2025-12,4025000.0,4096000.0
EMP-0239,2025-01,13677000.0,13914000.0
EMP-0239,2025-02,13567000.0,13568000.0
EMP-0239,2025-03,13934000.0,13913000.0
EMP-0239,2025-04,13693000.0,13783000.0
EMP-0239,2025-05,13004000.0,13042000.0
EMP-0239,2025-06,12884000.0,12950000.0
EMP-0239,2025-07,13105000.0,13126000.0
EMP-0239,2025-08,13671000.0,13353000.0
EMP-0239,2025-09,13075000.0,13103000.0
EMP-0239,2025-10,13561000.0,13559000.0
EMP-0239,2025-11,13562000.0,13558000.0
EMP-0239,2025-12,14526000.0,14597000.0
EMP-0240,2025-01,37244000.0,36745000.0
EMP-0240,2025-02,37774000.0,38007000.0
EMP-0240,2025-03,36793000.0,36581000.0
EMP-0240,2025-04,35630000.0,35045000.0
EMP-0240,2025-05,37084000.0,37343000.0
EMP-0240,2025-06,35754000.0,35949000.0
EMP-0240,2025-07,37078000.0,36435000.0
EMP-0240,2025-08,35379000.0,34858000.0
EMP-0240,2025-09,34620000.0,34191000.0
EMP-0240,2025-10,33858000.0,33321000.0
EMP-0240,2025-11,33173000.0,32975000.0
EMP-0240,2025-12,33004000.0,33212000.0
EMP-0241,2025-01,25778000.0,25940000.0
EMP-0241,2025-02,25528000.0,25401000.0
EMP-0241,2025-03,26348000.0,25895000.0
EMP-0241,2025-04,24996000.0,25067000.0
EMP-0241,2025-05,26435000.0,26585000.0
EMP-0241,2025-06,25904000.0,25733000.0
EMP-0241,2025-07,25437000.0,25170000.0
EMP-0241,2025-08,25455000.0,25459000.0
EMP-0241,2025-09,26444000.0,26201000.0
EMP-0241,2025-10,26672000.0,26116000.0
EMP-0241,2025-11,25931000.0,25592000.0
EMP-0241,2025-12,26476000.0,26261000.0
EMP-0242,2025-01,36009000.0,36436000.0
EMP-0242,2025-02,36142000.0,35835000.0
EMP-0242,2025-03,36743000.0,36504000.0
EMP-0242,2025-04,36963000.0,37034000.0
EMP-0242,2025-05,36459000.0,36536000.0
EMP-0242,2025-06,36533000.0,36018000.0
EMP-0242,2025-07,35634000.0,35525000.0
EMP-0242,2025-08,37202000.0,37720000.0
EMP-0242,2025-09,36431000.0,36564000.0
EMP-0242,2025-10,37316000.0,37555000.0
EMP-0242,2025-11,35375000.0,35587000.0
EMP-0242,2025-12,34206000.0,33869000.0
EMP-0243,2025-01,40882000.0,41329000.0
EMP-0243,2025-02,40360000.0,40059000.0
EMP-0243,2025-03,40010000.0,39794000.0
EMP-0243,2025-04,38279000.0,38123000.0
EMP-0243,2025-05,39397000.0,39911000.0
EMP-0243,2025-06,37793000.0,38375000.0
EMP-0243,2025-07,37679000.0,37105000.0
EMP-0243,2025-08,35421000.0,35575000.0
EMP-0243,2025-09,35231000.0,34385000.0
EMP-0243,2025-10,35330000.0,35627000.0
EMP-0243,2025-11,33685000.0,33391000.0
EMP-0243,2025-12,33484000.0,33630000.0
EMP-0244,2025-01,21029000.0,21162000.0
EMP-0244,2025-02,22223000.0,21947000.0
EMP-0244,2025-03,21444000.0,21641000.0
EMP-0244,2025-04,21987000.0,21827000.0
EMP-0244,2025-05,21868000.0,21426000.0
EMP-0244,2025-06,21369000.0,21414000.0
EMP-0244,2025-07,21104000.0,21175000.0
EMP-0244,2025-08,21750000.0,21958000.0
EMP-0244,2025-09,21527000.0,21241000.0
EMP-0244,2025-10,23408000.0,22883000.0
EMP-0244,2025-11,21288000.0,21175000.0
EMP-0244,2025-12,23960000.0,23885000.0
EMP-0245,2025-01,30404000.0,30079000.0
EMP-0245,2025-02,31563000.0,31280000.0
EMP-0245,2025-03,30682000.0,30564000.0
EMP-0245,2025-04,30134000.0,29514000.0
EMP-0245,2025-05,31035000.0,30786000.0
EMP-0245,2025-06,30656000.0,30834000.0
EMP-0245,2025-07,30649000.0,31017000.0
EMP-0245,2025-08,29082000.0,28671000.0
EMP-0245,2025-09,29706000.0,29690000.0
EMP-0245,2025-10,29163000.0,29638000.0
EMP-0245,2025-11,28634000.0,28838000.0
EMP-0245,2025-12,29124000.0,29230000.0
EMP-0246,2025-01,35922000.0,35466000.0
EMP-0246,2025-02,36301000.0,36805000.0
EMP-0246,2025-03,35294000.0,35075000.0
EMP-0246,2025-04,36730000.0,36481000.0
EMP-0246,2025-05,36328000.0,36545000.0
EMP-0246,2025-06,36818000.0,36709000.0
EMP-0246,2025-07,37538000.0,37679000.0
EMP-0246,2025-08,37724000.0,38010000.0
EMP-0246,2025-09,38118000.0,38365000.0
EMP-0246,2025-10,39166000.0,38970000.0
EMP-0246,2025-11,39496000.0,40205000.0
EMP-0246,2025-12,39729000.0,41156000.0
EMP-0247,2025-01,16273000.0,16294000.0
EMP-0247,2025-02,16063000.0,16265000.0
EMP-0247,2025-03,16605000.0,16691000.0
EMP-0247,2025-04,16383000.0,16349000.0
EMP-0247,2025-05,16264000.0,16299000.0
EMP-0247,2025-06,16426000.0,16331000.0
EMP-0247,2025-07,16518000.0,16395000.0
EMP-0247,2025-08,16809000.0,16689000.0
EMP-0247,2025-09,17628000.0,17682000.0
EMP-0247,2025-10,17546000.0,17685000.0
EMP-0247,2025-11,17448000.0,17466000.0
EMP-0247,2025-12,17664000.0,17651000.0
EMP-0248,2025-01,20839000.0,20996000.0
EMP-0248,2025-02,22170000.0,21905000.0
EMP-0248,2025-03,21723000.0,21525000.0
EMP-0248,2025-04,21620000.0,21597000.0
EMP-0248,2025-05,20876000.0,20712000.0
EMP-0248,2025-06,20687000.0,20926000.0
EMP-0248,2025-07,21745000.0,21482000.0
EMP-0248,2025-08,20699000.0,20576000.0
EMP-0248,2025-09,11754000.0,11701000.0
EMP-0248,2025-10,11160000.0,11205000.0
EMP-0248,2025-11,11373000.0,11321000.0
EMP-0248,2025-12,11576000.0,11417000.0
EMP-0249,2025-01,32373000.0,32574000.0
EMP-0249,2025-02,29572000.0,29581000.0
EMP-0249,2025-03,28958000.0,28809000.0
EMP-0249,2025-04,29124000.0,29264000.0
EMP-0249,2025-05,30150000.0,30554000.0
EMP-0249,2025-06,30315000.0,30436000.0
EMP-0249,2025-07,29835000.0,29750000.0
EMP-0249,2025-08,31526000.0,31664000.0
EMP-0249,2025-09,30353000.0,29907000.0
EMP-0249,2025-10,31212000.0,31209000.0
EMP-0249,2025-11,32486000.0,32492000.0
EMP-0249,2025-12,32389000.0,32185000.0
EMP-0250,2025-01,40589000.0,41266000.0
EMP-0250,2025-02,39857000.0,39666000.0
EMP-0250,2025-03,39203000.0,39426000.0
EMP-0250,2025-04,38472000.0,38432000.0
EMP-0250,2025-05,38174000.0,37702000.0
EMP-0250,2025-06,37170000.0,36683000.0
EMP-0250,2025-07,38784000.0,38567000.0
EMP-0250,2025-08,38223000.0,38333000.0
EMP-0250,2025-09,39772000.0,39062000.0
EMP-0250,2025-10,38205000.0,37709000.0
EMP-0250,2025-11,36378000.0,36156000.0
EMP-0250,2025-12,38337000.0,38283000.0
EMP-0251,2025-01,21594000.0,21606000.0
EMP-0251,2025-02,21405000.0,21346000.0
EMP-0251,2025-03,20511000.0,20397000.0
EMP-0251,2025-04,21766000.0,21507000.0
EMP-0251,2025-05,21566000.0,21632000.0
EMP-0251,2025-06,22123000.0,22167000.0
EMP-0251,2025-07,23059000.0,23369000.0
EMP-0251,2025-08,22388000.0,22409000.0
EMP-0251,2025-09,22692000.0,22657000.0
EMP-0251,2025-10,22341000.0,22096000.0
EMP-0251,2025-11,22809000.0,22789000.0
EMP-0251,2025-12,23419000.0,23261000.0
EMP-0252,2025-01,31710000.0,31602000.0
EMP-0252,2025-02,32054000.0,32115000.0
EMP-0252,2025-03,31542000.0,31664000.0
EMP-0252,2025-04,31069000.0,30959000.0
EMP-0252,2025-05,30053000.0,30205000.0
EMP-0252,2025-06,29877000.0,29563000.0
EMP-0252,2025-07,29542000.0,30225000.0
EMP-0252,2025-08,31781000.0,31439000.0
EMP-0252,2025-09,32766000.0,32492000.0
EMP-0252,2025-10,32084000.0,31106000.0
EMP-0252,2025-11,32685000.0,32132000.0
EMP-0252,2025-12,33248000.0,33144000.0
EMP-0253,2025-01,21080000.0,21034000.0
EMP-0253,2025-02,21820000.0,21802000.0
EMP-0253,2025-03,21986000.0,22080000.0
EMP-0253,2025-04,21761000.0,21899000.0
EMP-0253,2025-05,21789000.0,21841000.0
EMP-0253,2025-06,21484000.0,21377000.0
EMP-0253,2025-07,20518000.0,20297000.0
EMP-0253,2025-08,20515000.0,20487000.0
EMP-0253,2025-09,19237000.0,19072000.0
EMP-0253,2025-10,20813000.0,21090000.0
EMP-0253,2025-11,21210000.0,21228000.0
EMP-0253,2025-12,20349000.0,20251000.0
EMP-0254,2025-01,40989000.0,40478000.0
EMP-0254,2025-02,39014000.0,39192000.0
EMP-0254,2025-03,40873000.0,40970000.0
EMP-0254,2025-04,40542000.0,40662000.0
EMP-0254,2025-05,39356000.0,39178000.0
EMP-0254,2025-06,40262000.0,39565000.0
EMP-0254,2025-07,40112000.0,40335000.0
EMP-0254,2025-08,40106000.0,40296000.0
EMP-0254,2025-09,39510000.0,39250000.0
EMP-0254,2025-10,39741000.0,40075000.0
EMP-0254,2025-11,37758000.0,38002000.0
EMP-0254,2025-12,36545000.0,37017000.0
EMP-0255,2025-01,10073000.0,10128000.0
EMP-0255,2025-02,9941000.0,9944000.0
EMP-0255,2025-03,10520000.0,10626000.0
EMP-0255,2025-04,9937000.0,9964000.0
EMP-0255,2025-05,10065000.0,10135000.0
EMP-0255,2025-06,10125000.0,9976000.0
EMP-0255,2025-07,9984000.0,10041000.0
EMP-0255,2025-08,9570000.0,9563000.0
EMP-0255,2025-09,9651000.0,9720000.0
EMP-0255,2025-10,9973000.0,9987000.0
EMP-0255,2025-11,9975000.0,9992000.0
EMP-0255,2025-12,9930000.0,9918000.0
EMP-0256,2025-01,27828000.0,27418000.0
EMP-0256,2025-02,28645000.0,28700000.0
EMP-0256,2025-03,29173000.0,29283000.0
EMP-0256,2025-04,28583000.0,28558000.0
EMP-0256,2025-05,29294000.0,29477000.0
EMP-0256,2025-06,28353000.0,28268000.0
EMP-0256,2025-07,28400000.0,28144000.0
EMP-0256,2025-08,28010000.0,27937000.0
EMP-0256,2025-09,28966000.0,29237000.0
EMP-0256,2025-10,28049000.0,27880000.0
EMP-0256,2025-11,28308000.0,28488000.0
EMP-0256,2025-12,28645000.0,28704000.0
EMP-0257,2025-01,22884000.0,22829000.0
EMP-0257,2025-02,23399000.0,23591000.0
EMP-0257,2025-03,22983000.0,22921000.0
EMP-0257,2025-04,22618000.0,22691000.0
EMP-0257,2025-05,22803000.0,23089000.0
EMP-0257,2025-06,22617000.0,23000000.0
EMP-0257,2025-07,23304000.0,23145000.0
EMP-0257,2025-08,23527000.0,23695000.0
EMP-0257,2025-09,22396000.0,22699000.0
EMP-0257,2025-10,22555000.0,22911000.0
EMP-0257,2025-11,22108000.0,22053000.0
EMP-0257,2025-12,21522000.0,21391000.0
EMP-0258,2025-01,40425000.0,40628000.0
EMP-0258,2025-02,40317000.0,40515000.0
EMP-0258,2025-03,39571000.0,39142000.0
EMP-0258,2025-04,40916000.0,41169000.0
EMP-0258,2025-05,39427000.0,39762000.0
EMP-0258,2025-06,39166000.0,39307000.0
EMP-0258,2025-07,40151000.0,40240000.0
EMP-0258,2025-08,38717000.0,38455000.0
EMP-0258,2025-09,39577000.0,39064000.0
EMP-0258,2025-10,39655000.0,39715000.0
EMP-0258,2025-11,37308000.0,37355000.0
EMP-0258,2025-12,38154000.0,37545000.0
EMP-0259,2025-01,35717000.0,35864000.0
EMP-0259,2025-02,35703000.0,36005000.0
EMP-0259,2025-03,36290000.0,36408000.0
EMP-0259,2025-04,37181000.0,37485000.0
EMP-0259,2025-05,35704000.0,35722000.0
EMP-0259,2025-06,37010000.0,36915000.0
EMP-0259,2025-07,37611000.0,38051000.0
EMP-0259,2025-08,39575000.0,39804000.0
EMP-0259,2025-09,38729000.0,38365000.0
EMP-0259,2025-10,39439000.0,39017000.0
EMP-0259,2025-11,40517000.0,41024000.0
EMP-0259,2025-12,40204000.0,39933000.0
EMP-0260,2025-01,16513000.0,16449000.0
EMP-0260,2025-02,16896000.0,16858000.0
EMP-0260,2025-03,16619000.0,16914000.0
EMP-0260,2025-04,16850000.0,16523000.0
EMP-0260,2025-05,16765000.0,16823000.0
EMP-0260,2025-06,15763000.0,16005000.0
EMP-0260,2025-07,15932000.0,16062000.0
EMP-0260,2025-08,15861000.0,15914000.0
EMP-0260,2025-09,15828000.0,15693000.0
EMP-0260,2025-10,16871000.0,16824000.0
EMP-0260,2025-11,15863000.0,15882000.0
EMP-0260,2025-12,15854000.0,15826000.0
EMP-0261,2025-11,13505000.0,13616000.0
EMP-0261,2025-12,13962000.0,14230000.0
EMP-0262,2025-01,29402000.0,29457000.0
EMP-0262,2025-02,29569000.0,29756000.0
EMP-0262,2025-03,28852000.0,28840000.0
EMP-0262,2025-04,28739000.0,28560000.0
EMP-0262,2025-05,30043000.0,30206000.0
EMP-0262,2025-06,30540000.0,30151000.0
EMP-0262,2025-07,29423000.0,29574000.0
EMP-0262,2025-08,30057000.0,29724000.0
EMP-0262,2025-09,30470000.0,30727000.0
EMP-0262,2025-10,30972000.0,30609000.0
EMP-0262,2025-11,30840000.0,31048000.0
EMP-0262,2025-12,32626000.0,33160000.0
EMP-0263,2025-01,26585000.0,26478000.0
EMP-0263,2025-02,26306000.0,26157000.0
EMP-0263,2025-03,25253000.0,25224000.0
EMP-0263,2025-04,25403000.0,25548000.0
EMP-0263,2025-05,24883000.0,24479000.0
EMP-0263,2025-06,25880000.0,25775000.0
EMP-0263,2025-07,24292000.0,24603000.0
EMP-0263,2025-08,24776000.0,24800000.0
EMP-0263,2025-09,23910000.0,23769000.0
EMP-0263,2025-10,23769000.0,23671000.0
EMP-0263,2025-11,24049000.0,24248000.0
EMP-0263,2025-12,23619000.0,23872000.0
EMP-0264,2025-01,35618000.0,35806000.0
EMP-0264,2025-02,35189000.0,35431000.0
EMP-0264,2025-03,35571000.0,35162000.0
EMP-0264,2025-04,36821000.0,36721000.0
EMP-0264,2025-05,36390000.0,36626000.0
EMP-0264,2025-06,36511000.0,36645000.0
EMP-0264,2025-07,36298000.0,36321000.0
EMP-0264,2025-08,36376000.0,35938000.0
EMP-0264,2025-09,35560000.0,35643000.0
EMP-0264,2025-10,36408000.0,35661000.0
EMP-0264,2025-11,34523000.0,34495000.0
EMP-0264,2025-12,36446000.0,36352000.0
EMP-0265,2025-01,22720000.0,22448000.0
EMP-0265,2025-02,22396000.0,22384000.0
EMP-0265,2025-03,22647000.0,22373000.0
EMP-0265,2025-04,23023000.0,22944000.0
EMP-0265,2025-05,21765000.0,21414000.0
EMP-0265,2025-06,22648000.0,22984000.0
EMP-0265,2025-07,22402000.0,21874000.0
EMP-0265,2025-08,23610000.0,23711000.0
EMP-0265,2025-09,23773000.0,23330000.0
EMP-0265,2025-10,22657000.0,22643000.0
EMP-0265,2025-11,23004000.0,23133000.0
EMP-0265,2025-12,22285000.0,22294000.0
EMP-0266,2025-01,36499000.0,36438000.0
EMP-0266,2025-02,35176000.0,34810000.0
EMP-0266,2025-03,35485000.0,35260000.0
EMP-0266,2025-04,35991000.0,36165000.0
EMP-0266,2025-05,35418000.0,35156000.0
EMP-0266,2025-06,36578000.0,37154000.0
EMP-0266,2025-07,35318000.0,35491000.0
EMP-0266,2025-08,34509000.0,35307000.0
EMP-0266,2025-09,35512000.0,35098000.0
EMP-0266,2025-10,34278000.0,33335000.0
EMP-0266,2025-11,34375000.0,34302000.0
EMP-0266,2025-12,34625000.0,34233000.0
EMP-0267,2025-01,26030000.0,26138000.0
EMP-0267,2025-02,25753000.0,25821000.0
EMP-0267,2025-03,25490000.0,25773000.0
EMP-0267,2025-04,24621000.0,24727000.0
EMP-0267,2025-05,24557000.0,24188000.0
EMP-0267,2025-06,23781000.0,23791000.0
EMP-0267,2025-07,24259000.0,24490000.0
EMP-0267,2025-08,25029000.0,25293000.0
EMP-0267,2025-09,24485000.0,24483000.0
EMP-0267,2025-10,24370000.0,24313000.0
EMP-0267,2025-11,24745000.0,25178000.0
EMP-0267,2025-12,24027000.0,23945000.0
EMP-0268,2025-01,39532000.0,39885000.0
EMP-0268,2025-02,38608000.0,39108000.0
EMP-0268,2025-03,37320000.0,37796000.0
EMP-0268,2025-04,37420000.0,37810000.0
EMP-0268,2025-05,37111000.0,37365000.0
EMP-0268,2025-06,37476000.0,37435000.0
EMP-0268,2025-07,35652000.0,35927000.0
EMP-0268,2025-08,37438000.0,37342000.0
EMP-0268,2025-09,36311000.0,36688000.0
EMP-0268,2025-10,36820000.0,36349000.0
EMP-0268,2025-11,35898000.0,35890000.0
EMP-0268,2025-12,36129000.0,35878000.0
EMP-0269,2025-01,19926000.0,19579000.0
EMP-0269,2025-02,20060000.0,19898000.0
EMP-0269,2025-03,19980000.0,19607000.0
EMP-0269,2025-04,20234000.0,20124000.0
EMP-0269,2025-05,21120000.0,21157000.0
EMP-0269,2025-06,21266000.0,21489000.0
EMP-0269,2025-07,20108000.0,20017000.0
EMP-0269,2025-08,20791000.0,20399000.0
EMP-0269,2025-09,19139000.0,19090000.0
EMP-0269,2025-10,20478000.0,20688000.0
EMP-0269,2025-11,19527000.0,19165000.0
EMP-0269,2025-12,20358000.0,20189000.0
EMP-0270,2025-01,28865000.0,28807000.0
EMP-0270,2025-02,30414000.0,29898000.0
EMP-0270,2025-03,30502000.0,30269000.0
EMP-0270,2025-04,30673000.0,31092000.0
EMP-0270,2025-05,31536000.0,31751000.0
EMP-0270,2025-06,33332000.0,32943000.0
EMP-0270,2025-07,31091000.0,31334000.0
EMP-0270,2025-08,29864000.0,29941000.0
EMP-0270,2025-09,29809000.0,30333000.0
EMP-0270,2025-10,29269000.0,29295000.0
EMP-0270,2025-11,28919000.0,28659000.0
EMP-0270,2025-12,28489000.0,28128000.0
EMP-0271,2025-01,24127000.0,24206000.0
EMP-0271,2025-02,23641000.0,23619000.0
EMP-0271,2025-03,24206000.0,24312000.0
EMP-0271,2025-04,25805000.0,25613000.0
EMP-0271,2025-05,24743000.0,24907000.0
EMP-0271,2025-06,24213000.0,24498000.0
EMP-0271,2025-07,24374000.0,24424000.0
EMP-0271,2025-08,23626000.0,23861000.0
EMP-0271,2025-09,24592000.0,24665000.0
EMP-0271,2025-10,25771000.0,25827000.0
EMP-0271,2025-11,25424000.0,25295000.0
EMP-0271,2025-12,24899000.0,25200000.0
EMP-0272,2025-01,20298000.0,20178000.0
EMP-0272,2025-02,20966000.0,21014000.0
EMP-0272,2025-03,21382000.0,21176000.0
EMP-0272,2025-04,22324000.0,22512000.0
EMP-0272,2025-05,20962000.0,20922000.0
EMP-0272,2025-06,20461000.0,20566000.0
EMP-0272,2025-07,20645000.0,20384000.0
EMP-0272,2025-08,21479000.0,21275000.0
EMP-0272,2025-09,20388000.0,20232000.0
EMP-0272,2025-10,21104000.0,21158000.0
EMP-0272,2025-11,21643000.0,21671000.0
EMP-0272,2025-12,21836000.0,21773000.0
EMP-0273,2025-11,107389000.0,106613000.0
EMP-0273,2025-12,110742000.0,109290000.0
EMP-0274,2025-01,130674000.0,131500000.0
EMP-0274,2025-02,136896000.0,135502000.0
EMP-0274,2025-03,136624000.0,137182000.0
EMP-0274,2025-04,135593000.0,133552000.0
EMP-0274,2025-05,133766000.0,133846000.0
EMP-0274,2025-06,131285000.0,132915000.0
EMP-0274,2025-07,129901000.0,130449000.0
EMP-0274,2025-08,134270000.0,134383000.0
EMP-0274,2025-09,129914000.0,131250000.0
EMP-0274,2025-10,126423000.0,125633000.0
EMP-0274,2025-11,131107000.0,130187000.0
EMP-0274,2025-12,132321000.0,132769000.0
EMP-0275,2025-01,64482000.0,64218000.0
EMP-0275,2025-02,65559000.0,65084000.0
EMP-0275,2025-03,63616000.0,62772000.0
EMP-0275,2025-04,67902000.0,67184000.0
EMP-0275,2025-05,66124000.0,66688000.0
EMP-0275,2025-06,68287000.0,68849000.0
EMP-0275,2025-07,66201000.0,67893000.0
EMP-0275,2025-08,69873000.0,70631000.0
EMP-0275,2025-09,69687000.0,69936000.0
EMP-0275,2025-10,67638000.0,68264000.0
EMP-0275,2025-11,69271000.0,68532000.0
EMP-0275,2025-12,65135000.0,65487000.0
EMP-0276,2025-01,84566000.0,84453000.0
EMP-0276,2025-02,88497000.0,90495000.0
EMP-0276,2025-03,91187000.0,92311000.0
EMP-0276,2025-04,90439000.0,91254000.0
EMP-0276,2025-05,93603000.0,92740000.0
EMP-0276,2025-06,94576000.0,97762000.0
EMP-0276,2025-07,86833000.0,86665000.0
EMP-0276,2025-08,89920000.0,89371000.0
EMP-0276,2025-09,88275000.0,89098000.0
EMP-0276,2025-10,94746000.0,93354000.0
EMP-0276,2025-11,94373000.0,93505000.0
EMP-0276,2025-12,90868000.0,90169000.0
EMP-0277,2025-01,116170000.0,116500000.0
EMP-0277,2025-02,118767000.0,119125000.0
EMP-0277,2025-03,116382000.0,115672000.0
EMP-0277,2025-04,119872000.0,119569000.0
EMP-0277,2025-05,122168000.0,118446000.0
EMP-0277,2025-06,116091000.0,115916000.0
EMP-0277,2025-07,122406000.0,122573000.0
EMP-0277,2025-08,122059000.0,123371000.0
EMP-0277,2025-09,122855000.0,122823000.0
EMP-0277,2025-10,120089000.0,120923000.0
EMP-0277,2025-11,122382000.0,122075000.0
EMP-0277,2025-12,123744000.0,126306000.0
EMP-0278,2025-01,143926000.0,144051000.0
EMP-0278,2025-02,146205000.0,146297000.0
EMP-0278,2025-03,150950000.0,149573000.0
EMP-0278,2025-04,152026000.0,153449000.0
EMP-0278,2025-05,151832000.0,152473000.0
EMP-0278,2025-06,149933000.0,151711000.0
EMP-0278,2025-07,147665000.0,146997000.0
EMP-0278,2025-08,153330000.0,153623000.0
EMP-0278,2025-09,143732000.0,145900000.0
EMP-0278,2025-10,148138000.0,151129000.0
EMP-0278,2025-11,139963000.0,141592000.0
