employer_id,periode,jumlah_keluar
EMP-0224,2025-09,0
EMP-0224,2025-10,1
EMP-0224,2025-11,1
EMP-0224,2025-12,0
EMP-0225,2025-01,0
EMP-0225,2025-02,2
EMP-0225,2025-03,1
EMP-0225,2025-04,1
EMP-0225,2025-05,0
EMP-0225,2025-06,0
EMP-0225,2025-07,1
EMP-0225,2025-08,0
EMP-0225,2025-09,0
EMP-0225,2025-10,0
EMP-0225,2025-11,0
EMP-0225,2025-12,1
EMP-0226,2025-01,1
EMP-0226,2025-02,0
EMP-0226,2025-03,1
EMP-0226,2025-04,0
EMP-0226,2025-05,0
EMP-0226,2025-06,0
EMP-0226,2025-07,0
EMP-0226,2025-08,1
EMP-0226,2025-09,1
EMP-0226,2025-10,0
EMP-0226,2025-11,0
EMP-0226,2025-12,1
EMP-0227,2025-01,0
EMP-0227,2025-02,1
EMP-0227,2025-03,2
EMP-0227,2025-04,0
EMP-0227,2025-05,0
EMP-0227,2025-06,0
EMP-0227,2025-07,0
EMP-0227,2025-08,0
EMP-0227,2025-09,0
EMP-0227,2025-10,0
EMP-0227,2025-11,0
EMP-0227,2025-12,0
EMP-0228,2025-01,1
EMP-0228,2025-02,1
EMP-0228,2025-03,1
EMP-0228,2025-04,0
EMP-0228,2025-05,0
EMP-0228,2025-06,1
EMP-0228,2025-07,0
EMP-0228,2025-08,0
EMP-0228,2025-09,0
EMP-0228,2025-10,0
EMP-0228,2025-11,1
EMP-0228,2025-12,0
EMP-0229,2025-01,0
EMP-0229,2025-02,0
EMP-0229,2025-03,0
EMP-0229,2025-04,1
EMP-0229,2025-05,0
EMP-0229,2025-06,0
EMP-0229,2025-07,2
EMP-0229,2025-08,1
EMP-0229,2025-09,0
EMP-0229,2025-10,1
EMP-0229,2025-11,0
EMP-0229,2025-12,0
EMP-0230,2025-01,0
EMP-0230,2025-02,0
EMP-0230,2025-03,0
EMP-0230,2025-04,0
EMP-0230,2025-05,0
EMP-0230,2025-06,0
EMP-0230,2025-07,0
EMP-0230,2025-08,0
EMP-0230,2025-09,1
EMP-0230,2025-10,0
EMP-0230,2025-11,0
EMP-0230,2025-12,0
EMP-0231,2025-01,0
EMP-0231,2025-02,0
EMP-0231,2025-03,0
EMP-0231,2025-04,0
EMP-0231,2025-05,0
EMP-0231,2025-06,0
EMP-0231,2025-07,0
EMP-0231,2025-08,2
EMP-0231,2025-09,1
EMP-0231,2025-10,0
EMP-0231,2025-11,0
EMP-0231,2025-12,0
EMP-0232,2025-01,1
EMP-0232,2025-02,1
EMP-0232,2025-03,0
EMP-0232,2025-04,3
EMP-0232,2025-05,1
EMP-0232,2025-06,0
EMP-0232,2025-07,0
EMP-0232,2025-08,0
EMP-0232,2025-09,0
EMP-0232,2025-10,0
EMP-0232,2025-11,0
EMP-0232,2025-12,0
EMP-0233,2025-01,1
EMP-0233,2025-02,0
EMP-0233,2025-03,0
EMP-0233,2025-04,0
EMP-0233,2025-05,1
EMP-0233,2025-06,0
EMP-0233,2025-07,0
EMP-0233,2025-08,0
EMP-0233,2025-09,0
EMP-0233,2025-10,1
EMP-0233,2025-11,1
EMP-0233,2025-12,0
EMP-0234,2025-01,0
EMP-0234,2025-02,0
EMP-0234,2025-03,0
EMP-0234,2025-04,0
EMP-0234,2025-05,2
EMP-0234,2025-06,0
EMP-0234,2025-07,0
EMP-0234,2025-08,0
EMP-0234,2025-09,0
EMP-0234,2025-10,0
EMP-0234,2025-11,0
EMP-0234,2025-12,1
EMP-0235,2025-01,2
EMP-0235,2025-02,0
EMP-0235,2025-03,1
EMP-0235,2025-04,0
EMP-0235,2025-05,1
EMP-0235,2025-06,0
EMP-0235,2025-07,2
EMP-0235,2025-08,1
EMP-0235,2025-09,0
EMP-0235,2025-10,0
EMP-0235,2025-11,0
EMP-0235,2025-12,1
EMP-0236,2025-01,0
EMP-0236,2025-02,0
EMP-0236,2025-03,0
EMP-0236,2025-04,0
EMP-0236,2025-05,1
EMP-0236,2025-06,0
EMP-0236,2025-07,0
EMP-0236,2025-08,0
EMP-0236,2025-09,0
EMP-0236,2025-10,0
EMP-0236,2025-11,1
EMP-0236,2025-12,0
EMP-0237,2025-01,0
EMP-0237,2025-02,1
EMP-0237,2025-03,0
EMP-0237,2025-04,1
EMP-0237,2025-05,0
EMP-0237,2025-06,0
EMP-0237,2025-07,0
EMP-0237,2025-08,0
EMP-0237,2025-09,0
EMP-0237,2025-10,0
EMP-0237,2025-11,1
EMP-0237,2025-12,0
EMP-0238,2025-01,0
EMP-0238,2025-02,2
EMP-0238,2025-03,0
EMP-0238,2025-04,0
EMP-0238,2025-05,0
EMP-0238,2025-06,1
EMP-0238,2025-07,0
EMP-0238,2025-08,2
EMP-0238,2025-09,0
EMP-0238,2025-10,0
EMP-0238,2025-11,0
EMP-0238,2025-12,0
EMP-0239,2025-01,0
EMP-0239,2025-02,0
EMP-0239,2025-03,1
EMP-0239,2025-04,2
EMP-0239,2025-05,1
EMP-0239,2025-06,0
EMP-0239,2025-07,0
EMP-0239,2025-08,1
EMP-0239,2025-09,3
EMP-0239,2025-10,1
EMP-0239,2025-11,0
EMP-0239,2025-12,0
EMP-0240,2025-01,1
EMP-0240,2025-02,3
EMP-0240,2025-03,4
EMP-0240,2025-04,2
EMP-0240,2025-05,3
EMP-0240,2025-06,2
EMP-0240,2025-07,3
EMP-0240,2025-08,4
EMP-0240,2025-09,1
EMP-0240,2025-10,1
EMP-0240,2025-11,1
EMP-0240,2025-12,0
EMP-0241,2025-01,1
EMP-0241,2025-02,0
EMP-0241,2025-03,1
EMP-0241,2025-04,2
EMP-0241,2025-05,1
EMP-0241,2025-06,0
EMP-0241,2025-07,3
EMP-0241,2025-08,8
EMP-0241,2025-09,2
EMP-0241,2025-10,2
EMP-0241,2025-11,3
EMP-0241,2025-12,0
EMP-0242,2025-01,2
EMP-0242,2025-02,4
EMP-0242,2025-03,3
EMP-0242,2025-04,4
EMP-0242,2025-05,1
EMP-0242,2025-06,2
EMP-0242,2025-07,5
EMP-0242,2025-08,1
EMP-0242,2025-09,2
EMP-0242,2025-10,0
EMP-0242,2025-11,1
EMP-0242,2025-12,2
EMP-0243,2025-01,2
EMP-0243,2025-02,4
EMP-0243,2025-03,0
EMP-0243,2025-04,5
EMP-0243,2025-05,1
EMP-0243,2025-06,0
EMP-0243,2025-07,1
EMP-0243,2025-08,0
EMP-0243,2025-09,1
EMP-0243,2025-10,1
EMP-0243,2025-11,5
EMP-0243,2025-12,2
EMP-0244,2025-01,1
EMP-0244,2025-02,0
EMP-0244,2025-03,0
EMP-0244,2025-04,2
EMP-0244,2025-05,1
EMP-0244,2025-06,1
EMP-0244,2025-07,2
EMP-0244,2025-08,2
EMP-0244,2025-09,2
EMP-0244,2025-10,1
EMP-0244,2025-11,1
EMP-0244,2025-12,3
EMP-0245,2025-01,1
EMP-0245,2025-02,3
EMP-0245,2025-03,0
EMP-0245,2025-04,0
EMP-0245,2025-05,4
EMP-0245,2025-06,1
EMP-0245,2025-07,4
EMP-0245,2025-08,2
EMP-0245,2025-09,3
EMP-0245,2025-10,2
EMP-0245,2025-11,1
EMP-0245,2025-12,1
EMP-0246,2025-01,2
EMP-0246,2025-02,0
EMP-0246,2025-03,2
EMP-0246,2025-04,1
EMP-0246,2025-05,5
EMP-0246,2025-06,3
EMP-0246,2025-07,2
EMP-0246,2025-08,3
EMP-0246,2025-09,1
EMP-0246,2025-10,2
EMP-0246,2025-11,1
EMP-0246,2025-12,2
EMP-0247,2025-01,0
EMP-0247,2025-02,1
EMP-0247,2025-03,1
EMP-0247,2025-04,0
EMP-0247,2025-05,2
EMP-0247,2025-06,1
EMP-0247,2025-07,0
EMP-0247,2025-08,0
EMP-0247,2025-09,3
EMP-0247,2025-10,0
EMP-0247,2025-11,2
EMP-0247,2025-12,0
EMP-0248,2025-01,1
EMP-0248,2025-02,1
EMP-0248,2025-03,1
EMP-0248,2025-04,0
EMP-0248,2025-05,0
EMP-0248,2025-06,0
EMP-0248,2025-07,0
EMP-0248,2025-08,0
EMP-0248,2025-09,0
EMP-0248,2025-10,0
EMP-0248,2025-11,1
EMP-0248,2025-12,2
EMP-0249,2025-01,2
EMP-0249,2025-02,2
EMP-0249,2025-03,4
EMP-0249,2025-04,2
EMP-0249,2025-05,0
EMP-0249,2025-06,1
EMP-0249,2025-07,1
EMP-0249,2025-08,2
EMP-0249,2025-09,3
EMP-0249,2025-10,2
EMP-0249,2025-11,1
EMP-0249,2025-12,3
EMP-0250,2025-01,0
EMP-0250,2025-02,5
EMP-0250,2025-03,1
EMP-0250,2025-04,2
EMP-0250,2025-05,2
EMP-0250,2025-06,3
EMP-0250,2025-07,2
EMP-0250,2025-08,1
EMP-0250,2025-09,3
EMP-0250,2025-10,1
EMP-0250,2025-11,1
EMP-0250,2025-12,4
EMP-0251,2025-01,0
EMP-0251,2025-02,3
EMP-0251,2025-03,2
EMP-0251,2025-04,3
EMP-0251,2025-05,1
EMP-0251,2025-06,1
EMP-0251,2025-07,2
EMP-0251,2025-08,0
EMP-0251,2025-09,0
EMP-0251,2025-10,0
EMP-0251,2025-11,1
EMP-0251,2025-12,2
EMP-0252,2025-01,0
EMP-0252,2025-02,5
EMP-0252,2025-03,3
EMP-0252,2025-04,1
EMP-0252,2025-05,1
EMP-0252,2025-06,0
EMP-0252,2025-07,1
EMP-0252,2025-08,2
EMP-0252,2025-09,0
EMP-0252,2025-10,2
EMP-0252,2025-11,2
EMP-0252,2025-12,0
EMP-0253,2025-01,1
EMP-0253,2025-02,3
EMP-0253,2025-03,1
EMP-0253,2025-04,1
EMP-0253,2025-05,0
EMP-0253,2025-06,0
EMP-0253,2025-07,1
EMP-0253,2025-08,1
EMP-0253,2025-09,0
EMP-0253,2025-10,0
EMP-0253,2025-11,1
EMP-0253,2025-12,3
EMP-0254,2025-01,1
EMP-0254,2025-02,1
EMP-0254,2025-03,3
EMP-0254,2025-04,1
EMP-0254,2025-05,2
EMP-0254,2025-06,1
EMP-0254,2025-07,1
EMP-0254,2025-08,3
EMP-0254,2025-09,5
EMP-0254,2025-10,2
EMP-0254,2025-11,2
EMP-0254,2025-12,4
EMP-0255,2025-01,1
EMP-0255,2025-02,0
EMP-0255,2025-03,1
EMP-0255,2025-04,0
EMP-0255,2025-05,1
EMP-0255,2025-06,0
EMP-0255,2025-07,0
EMP-0255,2025-08,2
EMP-0255,2025-09,1
EMP-0255,2025-10,0
EMP-0255,2025-11,1
EMP-0255,2025-12,1
EMP-0256,2025-01,3
EMP-0256,2025-02,2
EMP-0256,2025-03,1
EMP-0256,2025-04,1
EMP-0256,2025-05,0
EMP-0256,2025-06,1
EMP-0256,2025-07,4
EMP-0256,2025-08,0
EMP-0256,2025-09,2
EMP-0256,2025-10,2
EMP-0256,2025-11,1
EMP-0256,2025-12,2
EMP-0257,2025-01,1
EMP-0257,2025-02,2
EMP-0257,2025-03,2
EMP-0257,2025-04,1
EMP-0257,2025-05,3
EMP-0257,2025-06,2
EMP-0257,2025-07,0
EMP-0257,2025-08,1
EMP-0257,2025-09,3
EMP-0257,2025-10,2
EMP-0257,2025-11,1
EMP-0257,2025-12,1
EMP-0258,2025-01,2
EMP-0258,2025-02,2
EMP-0258,2025-03,3
EMP-0258,2025-04,1
EMP-0258,2025-05,2
EMP-0258,2025-06,1
EMP-0258,2025-07,0
EMP-0258,2025-08,0
EMP-0258,2025-09,2
EMP-0258,2025-10,6
EMP-0258,2025-11,2
EMP-0258,2025-12,2
EMP-0259,2025-01,0
EMP-0259,2025-02,5
EMP-0259,2025-03,1
EMP-0259,2025-04,3
EMP-0259,2025-05,3
EMP-0259,2025-06,3
EMP-0259,2025-07,3
EMP-0259,2025-08,2
EMP-0259,2025-09,4
EMP-0259,2025-10,2
EMP-0259,2025-11,2
EMP-0259,2025-12,6
EMP-0260,2025-01,0
EMP-0260,2025-02,0
EMP-0260,2025-03,0
EMP-0260,2025-04,1
EMP-0260,2025-05,5
EMP-0260,2025-06,1
EMP-0260,2025-07,2
EMP-0260,2025-08,0
EMP-0260,2025-09,1
EMP-0260,2025-10,1
EMP-0260,2025-11,2
EMP-0260,2025-12,4
EMP-0261,2025-11,1
EMP-0261,2025-12,1
EMP-0262,2025-01,2
EMP-0262,2025-02,6
EMP-0262,2025-03,1
EMP-0262,2025-04,2
EMP-0262,2025-05,4
EMP-0262,2025-06,1
EMP-0262,2025-07,1
EMP-0262,2025-08,3
EMP-0262,2025-09,1
EMP-0262,2025-10,1
EMP-0262,2025-11,2
EMP-0262,2025-12,0
EMP-0263,2025-01,2
EMP-0263,2025-02,1
EMP-0263,2025-03,2
EMP-0263,2025-04,2
EMP-0263,2025-05,2
EMP-0263,2025-06,4
EMP-0263,2025-07,3
EMP-0263,2025-08,1
EMP-0263,2025-09,2
EMP-0263,2025-10,1
EMP-0263,2025-11,0
EMP-0263,2025-12,1
EMP-0264,2025-01,2
EMP-0264,2025-02,2
EMP-0264,2025-03,4
EMP-0264,2025-04,1
EMP-0264,2025-05,2
EMP-0264,2025-06,3
EMP-0264,2025-07,4
EMP-0264,2025-08,2
EMP-0264,2025-09,3
EMP-0264,2025-10,2
EMP-0264,2025-11,3
EMP-0264,2025-12,2
EMP-0265,2025-01,1
EMP-0265,2025-02,2
EMP-0265,2025-03,0
EMP-0265,2025-04,2
EMP-0265,2025-05,1
EMP-0265,2025-06,1
EMP-0265,2025-07,0
EMP-0265,2025-08,1
EMP-0265,2025-09,0
EMP-0265,2025-10,0
EMP-0265,2025-11,2
EMP-0265,2025-12,0
EMP-0266,2025-01,1
EMP-0266,2025-02,4
EMP-0266,2025-03,3
EMP-0266,2025-04,4
EMP-0266,2025-05,2
EMP-0266,2025-06,5
EMP-0266,2025-07,4
EMP-0266,2025-08,4
EMP-0266,2025-09,0
EMP-0266,2025-10,0
EMP-0266,2025-11,2
EMP-0266,2025-12,0
EMP-0267,2025-01,3
EMP-0267,2025-02,1
EMP-0267,2025-03,0
EMP-0267,2025-04,3
EMP-0267,2025-05,5
EMP-0267,2025-06,1
EMP-0267,2025-07,0
EMP-0267,2025-08,2
EMP-0267,2025-09,0
EMP-0267,2025-10,5
EMP-0267,2025-11,0
EMP-0267,2025-12,3
EMP-0268,2025-01,5
EMP-0268,2025-02,2
EMP-0268,2025-03,4
EMP-0268,2025-04,4
EMP-0268,2025-05,0
EMP-0268,2025-06,1
EMP-0268,2025-07,3
EMP-0268,2025-08,0
EMP-0268,2025-09,1
EMP-0268,2025-10,2
EMP-0268,2025-11,3
EMP-0268,2025-12,1
EMP-0269,2025-01,2
EMP-0269,2025-02,1
EMP-0269,2025-03,4
EMP-0269,2025-04,0
EMP-0269,2025-05,1
EMP-0269,2025-06,1
EMP-0269,2025-07,0
EMP-0269,2025-08,1
EMP-0269,2025-09,1
EMP-0269,2025-10,0
EMP-0269,2025-11,0
EMP-0269,2025-12,1
EMP-0270,2025-01,3
EMP-0270,2025-02,0
EMP-0270,2025-03,2
EMP-0270,2025-04,3
EMP-0270,2025-05,2
EMP-0270,2025-06,1
EMP-0270,2025-07,2
EMP-0270,2025-08,3
EMP-0270,2025-09,1
EMP-0270,2025-10,2
EMP-0270,2025-11,3
EMP-0270,2025-12,2
EMP-0271,2025-01,0
EMP-0271,2025-02,7
EMP-0271,2025-03,2
EMP-0271,2025-04,1
EMP-0271,2025-05,1
EMP-0271,2025-06,1
EMP-0271,2025-07,4
EMP-0271,2025-08,2
EMP-0271,2025-09,1
EMP-0271,2025-10,3
EMP-0271,2025-11,2
EMP-0271,2025-12,4
EMP-0272,2025-01,1
EMP-0272,2025-02,1
EMP-0272,2025-03,3
EMP-0272,2025-04,1
EMP-0272,2025-05,0
EMP-0272,2025-06,3
EMP-0272,2025-07,0
EMP-0272,2025-08,2
EMP-0272,2025-09,2
EMP-0272,2025-10,0
EMP-0272,2025-11,1
EMP-0272,2025-12,0
EMP-0273,2025-11,11
EMP-0273,2025-12,8
EMP-0274,2025-01,5
EMP-0274,2025-02,5
EMP-0274,2025-03,6
EMP-0274,2025-04,4
EMP-0274,2025-05,9
EMP-0274,2025-06,7
EMP-0274,2025-07,7
EMP-0274,2025-08,8
EMP-0274,2025-09,6
EMP-0274,2025-10,5
EMP-0274,2025-11,8
EMP-0274,2025-12,5
EMP-0275,2025-01,4
EMP-0275,2025-02,3
EMP-0275,2025-03,5
EMP-0275,2025-04,7
EMP-0275,2025-05,3
EMP-0275,2025-06,5
EMP-0275,2025-07,3
EMP-0275,2025-08,3
EMP-0275,2025-09,3
EMP-0275,2025-10,3
EMP-0275,2025-11,8
EMP-0275,2025-12,4
EMP-0276,2025-01,5
EMP-0276,2025-02,2
EMP-0276,2025-03,5
EMP-0276,2025-04,5
EMP-0276,2025-05,10
EMP-0276,2025-06,6
EMP-0276,2025-07,2
EMP-0276,2025-08,5
EMP-0276,2025-09,4
EMP-0276,2025-10,5
EMP-0276,2025-11,8
EMP-0276,2025-12,5
EMP-0277,2025-01,12
EMP-0277,2025-02,5
EMP-0277,2025-03,8
EMP-0277,2025-04,7
EMP-0277,2025-05,4
EMP-0277,2025-06,2
EMP-0277,2025-07,9
EMP-0277,2025-08,7
EMP-0277,2025-09,4
EMP-0277,2025-10,3
EMP-0277,2025-11,8
EMP-0277,2025-12,3
EMP-0278,2025-01,5
EMP-0278,2025-02,5
EMP-0278,2025-03,6
EMP-0278,2025-04,10
EMP-0278,2025-05,12
EMP-0278,2025-06,6
EMP-0278,2025-07,10
EMP-0278,2025-08,12
EMP-0278,2025-09,8
EMP-0278,2025-10,5
EMP-0278,2025-11,10
EMP-0278,2025-12,7
EMP-0279,2025-01,9
EMP-0279,2025-02,9
EMP-0279,2025-03,6
EMP-0279,2025-04,5
EMP-0279,2025-05,10
EMP-0279,2025-06,4
EMP-0279,2025-07,7
EMP-0279,2025-08,6
EMP-0279,2025-09,5
EMP-0279,2025-10,11
EMP-0279,2025-11,5
EMP-0279,2025-12,10
EMP-0280,2025-01,8
EMP-0280,2025-02,12
EMP-0280,2025-03,7
EMP-0280,2025-04,11
EMP-0280,2025-05,8
EMP-0280,2025-06,4
EMP-0280,2025-07,6
EMP-0280,2025-08,7
EMP-0280,2025-09,6
EMP-0280,2025-10,8
EMP-0280,2025-11,4
EMP-0280,2025-12,2
EMP-0281,2025-01,2
EMP-0281,2025-02,5
EMP-0281,2025-03,5
EMP-0281,2025-04,2
EMP-0281,2025-05,6
EMP-0281,2025-06,2
EMP-0281,2025-07,3
EMP-0281,2025-08,5
EMP-0281,2025-09,7
EMP-0281,2025-10,3
EMP-0281,2025-11,8
EMP-0281,2025-12,5
EMP-0282,2025-01,3
EMP-0282,2025-02,3
EMP-0282,2025-03,9
EMP-0282,2025-04,3
EMP-0282,2025-05,6
EMP-0282,2025-06,7
EMP-0282,2025-07,5
EMP-0282,2025-08,8
EMP-0282,2025-09,8
EMP-0282,2025-10,8
EMP-0282,2025-11,3
EMP-0282,2025-12,4
EMP-0283,2025-01,2
EMP-0283,2025-02,2
EMP-0283,2025-03,4
EMP-0283,2025-04,3
EMP-0283,2025-05,3
EMP-0283,2025-06,0
EMP-0283,2025-07,3
EMP-0283,2025-08,6
EMP-0283,2025-09,0
EMP-0283,2025-10,7
EMP-0283,2025-11,2
EMP-0283,2025-12,3
EMP-0284,2025-01,10
EMP-0284,2025-02,7
EMP-0284,2025-03,7
EMP-0284,2025-04,8
EMP-0284,2025-05,10
EMP-0284,2025-06,6
EMP-0284,2025-07,10
EMP-0284,2025-08,4
EMP-0284,2025-09,3
EMP-0284,2025-10,7
EMP-0284,2025-11,9
EMP-0284,2025-12,5
EMP-0285,2025-01,8
EMP-0285,2025-02,4
EMP-0285,2025-03,5
EMP-0285,2025-04,4
EMP-0285,2025-05,7
EMP-0285,2025-06,6
EMP-0285,2025-07,8
EMP-0285,2025-08,5
EMP-0285,2025-09,3
EMP-0285,2025-10,5
EMP-0285,2025-11,6
EMP-0285,2025-12,6
EMP-0286,2025-01,6
EMP-0286,2025-02,4
EMP-0286,2025-03,3
EMP-0286,2025-04,3
EMP-0286,2025-05,1
EMP-0286,2025-06,4
EMP-0286,2025-07,1
EMP-0286,2025-08,4
EMP-0286,2025-09,4
EMP-0286,2025-10,2
EMP-0286,2025-11,3
EMP-0286,2025-12,0
EMP-0287,2025-01,3
EMP-0287,2025-02,8
EMP-0287,2025-03,7
EMP-0287,2025-04,9
EMP-0287,2025-05,7
EMP-0287,2025-06,9
EMP-0287,2025-07,11
EMP-0287,2025-08,7
EMP-0287,2025-09,7
EMP-0287,2025-10,8
EMP-0287,2025-11,7
EMP-0287,2025-12,8
EMP-0288,2025-01,3
EMP-0288,2025-02,2
EMP-0288,2025-03,4
EMP-0288,2025-04,3
EMP-0288,2025-05,4
EMP-0288,2025-06,3
EMP-0288,2025-07,5
EMP-0288,2025-08,2
EMP-0288,2025-09,3
EMP-0288,2025-10,6
EMP-0288,2025-11,2
EMP-0288,2025-12,2
EMP-0289,2025-01,10
EMP-0289,2025-02,8
EMP-0289,2025-03,8
EMP-0289,2025-04,11
EMP-0289,2025-05,7
EMP-0289,2025-06,12
EMP-0289,2025-07,11
EMP-0289,2025-08,10
EMP-0289,2025-09,8
EMP-0289,2025-10,14
EMP-0289,2025-11,13
EMP-0289,2025-12,12
EMP-0290,2025-01,8
EMP-0290,2025-02,9
EMP-0290,2025-03,6
EMP-0290,2025-04,9
EMP-0290,2025-05,10
EMP-0290,2025-06,8
EMP-0290,2025-07,5
EMP-0290,2025-08,10
EMP-0290,2025-09,10
EMP-0290,2025-10,9
EMP-0290,2025-11,8
EMP-0290,2025-12,6
EMP-0291,2025-11,5
EMP-0291,2025-12,6
EMP-0292,2025-01,5
EMP-0292,2025-02,3
EMP-0292,2025-03,9
EMP-0292,2025-04,3
EMP-0292,2025-05,2
EMP-0292,2025-06,5
EMP-0292,2025-07,5
EMP-0292,2025-08,4
EMP-0292,2025-09,5
EMP-0292,2025-10,6
EMP-0292,2025-11,3
EMP-0292,2025-12,5
EMP-0293,2025-01,10
EMP-0293,2025-02,14
EMP-0293,2025-03,9
EMP-0293,2025-04,9
EMP-0293,2025-05,9
EMP-0293,2025-06,10
EMP-0293,2025-07,9
EMP-0293,2025-08,2
EMP-0293,2025-09,7
EMP-0293,2025-10,5
EMP-0293,2025-11,8
EMP-0293,2025-12,9
EMP-0294,2025-01,6
EMP-0294,2025-02,7
EMP-0294,2025-03,6
EMP-0294,2025-04,4
EMP-0294,2025-05,5
EMP-0294,2025-06,4
EMP-0294,2025-07,5
EMP-0294,2025-08,2
EMP-0294,2025-09,3
EMP-0294,2025-10,6
EMP-0294,2025-11,13
EMP-0294,2025-12,7
EMP-0295,2025-01,4
EMP-0295,2025-02,3
EMP-0295,2025-03,6
EMP-0295,2025-04,3
EMP-0295,2025-05,3
EMP-0295,2025-06,7
EMP-0295,2025-07,6
EMP-0295,2025-08,5
EMP-0295,2025-09,4
EMP-0295,2025-10,7
EMP-0295,2025-11,6
EMP-0295,2025-12,4
EMP-0296,2025-01,5
EMP-0296,2025-02,2
EMP-0296,2025-03,5
EMP-0296,2025-04,6
EMP-0296,2025-05,4
EMP-0296,2025-06,3
EMP-0296,2025-07,9
EMP-0296,2025-08,4
EMP-0296,2025-09,3
EMP-0296,2025-10,6
EMP-0296,2025-11,3
EMP-0296,2025-12,3
EMP-0297,2025-01,8
EMP-0297,2025-02,10
EMP-0297,2025-03,9
EMP-0297,2025-04,4
EMP-0297,2025-05,7
EMP-0297,2025-06,13
EMP-0297,2025-07,11
EMP-0297,2025-08,1
EMP-0297,2025-09,9
EMP-0297,2025-10,11
EMP-0297,2025-11,12
EMP-0297,2025-12,8
EMP-0298,2025-01,1
EMP-0298,2025-02,2
EMP-0298,2025-03,3
EMP-0298,2025-04,3
EMP-0298,2025-05,2
EMP-0298,2025-06,6
EMP-0298,2025-07,2
EMP-0298,2025-08,2
EMP-0298,2025-09,6
EMP-0298,2025-10,2
EMP-0298,2025-11,8
EMP-0298,2025-12,5
EMP-0299,2025-01,2
EMP-0299,2025-02,4
EMP-0299,2025-03,4
EMP-0299,2025-04,5
EMP-0299,2025-05,2
EMP-0299,2025-06,5
EMP-0299,2025-07,2
EMP-0299,2025-08,4
EMP-0299,2025-09,5
EMP-0299,2025-10,3
EMP-0299,2025-11,3
EMP-0299,2025-12,3
EMP-0300,2025-01,9
EMP-0300,2025-02,9
EMP-0300,2025-03,8
EMP-0300,2025-04,8
EMP-0300,2025-05,9
EMP-0300,2025-06,8
EMP-0300,2025-07,9
EMP-0300,2025-08,9
EMP-0300,2025-09,15
EMP-0300,2025-10,9
EMP-0300,2025-11,8
EMP-0300,2025-12,9
EMP-0301,2025-01,5
EMP-0301,2025-02,3
EMP-0301,2025-03,3
EMP-0301,2025-04,3
EMP-0301,2025-05,7
EMP-0301,2025-06,3
EMP-0301,2025-07,2
EMP-0301,2025-08,2
EMP-0301,2025-09,4
EMP-0301,2025-10,4
EMP-0301,2025-11,1
EMP-0301,2025-12,4
EMP-0302,2025-01,8
EMP-0302,2025-02,12
EMP-0302,2025-03,6
EMP-0302,2025-04,7
EMP-0302,2025-05,11
EMP-0302,2025-06,7
EMP-0302,2025-07,13
EMP-0302,2025-08,10
EMP-0302,2025-09,10
EMP-0302,2025-10,10
EMP-0302,2025-11,9
EMP-0302,2025-12,8
EMP-0303,2025-01,3
EMP-0303,2025-02,3
EMP-0303,2025-03,2
EMP-0303,2025-04,4
EMP-0303,2025-05,6
EMP-0303,2025-06,2
EMP-0303,2025-07,4
EMP-0303,2025-08,1
EMP-0303,2025-09,5
EMP-0303,2025-10,1
EMP-0303,2025-11,2
EMP-0303,2025-12,4
EMP-0304,2025-01,4
EMP-0304,2025-02,5
EMP-0304,2025-03,5
EMP-0304,2025-04,3
EMP-0304,2025-05,7
EMP-0304,2025-06,2
EMP-0304,2025-07,10
EMP-0304,2025-08,4
EMP-0304,2025-09,7
EMP-0304,2025-10,2
EMP-0304,2025-11,4
EMP-0304,2025-12,5
EMP-0305,2025-01,10
EMP-0305,2025-02,7
EMP-0305,2025-03,9
EMP-0305,2025-04,4
EMP-0305,2025-05,2
EMP-0305,2025-06,11
EMP-0305,2025-07,10
EMP-0305,2025-08,3
EMP-0305,2025-09,11
EMP-0305,2025-10,9
EMP-0305,2025-11,5
EMP-0305,2025-12,10
EMP-0306,2025-01,4
EMP-0306,2025-02,1
EMP-0306,2025-03,1
EMP-0306,2025-04,5
EMP-0306,2025-05,1
EMP-0306,2025-06,3
EMP-0306,2025-07,3
EMP-0306,2025-08,0
EMP-0306,2025-09,1
EMP-0306,2025-10,2
EMP-0306,2025-11,1
EMP-0306,2025-12,0
EMP-0307,2025-01,1
EMP-0307,2025-02,0
EMP-0307,2025-03,1
EMP-0307,2025-04,1
EMP-0307,2025-05,0
EMP-0307,2025-06,0
EMP-0307,2025-07,0
EMP-0307,2025-08,0
EMP-0307,2025-09,0
EMP-0307,2025-10,0
EMP-0307,2025-11,1
EMP-0307,2025-12,1
EMP-0308,2025-01,0
EMP-0308,2025-02,0
EMP-0308,2025-03,2
EMP-0308,2025-04,0
EMP-0308,2025-05,0
EMP-0308,2025-06,1
EMP-0308,2025-07,0
EMP-0308,2025-08,0
EMP-0308,2025-09,0
EMP-0308,2025-10,0
EMP-0308,2025-11,1
EMP-0308,2025-12,0
EMP-0309,2025-01,0
EMP-0309,2025-02,0
EMP-0309,2025-03,1
EMP-0309,2025-04,0
EMP-0309,2025-05,0
EMP-0309,2025-06,2
EMP-0309,2025-07,0
EMP-0309,2025-08,0
EMP-0309,2025-09,0
EMP-0309,2025-10,1
EMP-0309,2025-11,1
EMP-0309,2025-12,0
EMP-0310,2025-01,1
EMP-0310,2025-02,1
EMP-0310,2025-03,0
EMP-0310,2025-04,0
