employer_id,label,expected_module,status_A,score_A,score_A_norm,reason_A,status_B,score_B,score_B_norm,reason_B,status_C,score_C,score_C_norm,reason_C,n_flags,flagged_by
EMP-0158,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (1% di atas median; sektor=Manufaktur | wilayah=Sulawesi Selatan | skala=Menengah, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0159,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (1% di atas median; sektor=Manufaktur | wilayah=Sulawesi Selatan | skala=Menengah, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0160,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.675,0.15,"Upah sejalan dengan perusahaan sejenis (3% di bawah median; sektor=Manufaktur | wilayah=Sulawesi Selatan | skala=Menengah, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0161,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (4% di atas median; sektor=Manufaktur | wilayah=Sulawesi Selatan | skala=Menengah, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0162,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (0% di atas median; sektor=Manufaktur | wilayah=Sulawesi Selatan | skala=Menengah, n=34).",ONE_OFF_GAP,0.0253,0.49,"Kurang setor pada 2025-01, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0163,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.276,0.061,"Upah sejalan dengan perusahaan sejenis (1% di bawah median; sektor=Manufaktur | wilayah=Sulawesi Selatan | skala=Menengah, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0164,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (1% di atas median; sektor=Manufaktur | wilayah=Sulawesi Selatan | skala=Menengah, n=34).",ONE_OFF_GAP,0.0205,0.49,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0165,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.674,0.15,"Upah sejalan dengan perusahaan sejenis (3% di bawah median; sektor=Manufaktur | wilayah=Sulawesi Selatan | skala=Menengah, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0166,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.823,0.183,"Upah sejalan dengan perusahaan sejenis (4% di bawah median; sektor=Manufaktur | wilayah=Sulawesi Selatan | skala=Menengah, n=34).",ONE_OFF_GAP,0.0325,0.49,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0167,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (1% di atas median; sektor=Manufaktur | wilayah=Sulawesi Selatan | skala=Menengah, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0168,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (3% di atas median; sektor=Manufaktur | wilayah=Sulawesi Selatan | skala=Menengah, n=34).",ONE_OFF_GAP,0.0231,0.49,"Kurang setor pada 2025-02, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0169,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.768,0.171,"Upah sejalan dengan perusahaan sejenis (4% di bawah median; sektor=Manufaktur | wilayah=Sulawesi Selatan | skala=Menengah, n=34).",ONE_OFF_GAP,0.0239,0.49,"Kurang setor pada 2025-08, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0170,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (1% di atas median; sektor=Manufaktur | wilayah=Sulawesi Selatan | skala=Menengah, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0171,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (2% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0172,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (5% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0173,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (2% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0174,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.601,0.134,"Upah sejalan dengan perusahaan sejenis (3% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",ONE_OFF_GAP,0.0266,0.49,"Kurang setor pada 2025-07, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0175,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.525,0.117,"Upah sejalan dengan perusahaan sejenis (3% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0176,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (5% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0177,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.849,0.189,"Upah sejalan dengan perusahaan sejenis (4% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0178,PDUK,A,FLAGGED,16.283,1.0,"Perlu dicek — indikasi sembunyiin karyawan: jumlah karyawan turun 247 orang (32%) pada 2025-09 (761→514), jauh di luar pola biasanya (z=-16.3); hanya 1 orang tercatat resign.",NORMAL,0.534,0.119,"Upah sejalan dengan perusahaan sejenis (3% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,1,A
EMP-0179,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (0% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",ONE_OFF_GAP,0.0281,0.49,"Kurang setor pada 2025-08, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0180,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.066,0.015,"Upah sejalan dengan perusahaan sejenis (0% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0181,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (3% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",ONE_OFF_GAP,0.0225,0.49,"Kurang setor pada 2025-12, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0182,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.057,0.013,"Upah sejalan dengan perusahaan sejenis (0% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",ONE_OFF_GAP,0.0255,0.49,"Kurang setor pada 2025-09, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0183,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (3% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0184,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.656,0.146,"Upah sejalan dengan perusahaan sejenis (3% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0185,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.395,0.088,"Upah sejalan dengan perusahaan sejenis (2% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",ONE_OFF_GAP,0.0256,0.49,"Kurang setor pada 2025-03, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0186,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.724,0.161,"Upah sejalan dengan perusahaan sejenis (4% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",ONE_OFF_GAP,0.0279,0.49,"Kurang setor pada 2025-05, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0187,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (0% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0188,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (4% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",ONE_OFF_GAP,0.021,0.49,"Kurang setor pada 2025-04, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0189,REMITTANCE_GAP,C,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.001,0.0,"Upah sejalan dengan perusahaan sejenis (0% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",FLAGGED,0.1539,0.791,Setoran iuran rata-rata 15% di bawah yang seharusnya selama 5 bulan berturut-turut (2025-08 s/d 2025-12); total kekurangan Rp73.956.000.,1,C
EMP-0190,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (3% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0191,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.385,0.086,"Upah sejalan dengan perusahaan sejenis (2% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0192,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (1% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",ONE_OFF_GAP,0.0248,0.49,"Kurang setor pada 2025-03, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0193,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.221,0.049,"Upah sejalan dengan perusahaan sejenis (1% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",ONE_OFF_GAP,0.0308,0.49,"Kurang setor pada 2025-12, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0194,UNDER_REPORTING_WAGE,B,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,FLAGGED,7.29,1.0,"Perlu dicek — indikasi lapor gaji lebih rendah dari aslinya: upah dilaporkan Rp3.970.750/orang, 31% di bawah median perusahaan sejenis (Rp5.748.413; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34), 7.3 IQR di bawah median, konsisten di 12/12 bulan. Upah juga di bawah UMR, tetapi itu sendiri bukan dasar flag (urusan Disnaker).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,1,B
EMP-0195,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.018,0.004,"Upah sejalan dengan perusahaan sejenis (0% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",FLAGGED,0.0257,0.512,Setoran iuran rata-rata 3% di bawah yang seharusnya selama 2 bulan berturut-turut (2025-04 s/d 2025-05); total kekurangan Rp8.169.000.,1,C
EMP-0196,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (3% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0197,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.039,0.009,"Upah sejalan dengan perusahaan sejenis (0% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",ONE_OFF_GAP,0.0201,0.49,"Kurang setor pada 2025-11, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0198,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.717,0.159,"Upah sejalan dengan perusahaan sejenis (4% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",ONE_OFF_GAP,0.0241,0.49,"Kurang setor pada 2025-08, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0199,PDUK,A,FLAGGED,17.878,1.0,"Perlu dicek — indikasi sembunyiin karyawan: jumlah karyawan turun 210 orang (37%) pada 2025-08 (571→361), jauh di luar pola biasanya (z=-17.9); tidak ada catatan resign.",NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (1% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,1,A
EMP-0200,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (2% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0201,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (6% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0202,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (0% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0203,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.466,0.103,"Upah sejalan dengan perusahaan sejenis (2% di bawah median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",ONE_OFF_GAP,0.0257,0.49,"Kurang setor pada 2025-02, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0204,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NORMAL,0.0,0.0,"Upah sejalan dengan perusahaan sejenis (3% di atas median; sektor=Konstruksi | wilayah=DKI Jakarta | skala=Besar, n=34).",ONE_OFF_GAP,0.024,0.49,"Kurang setor pada 2025-05, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0205,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp4.153.600/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0206,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp4.144.050/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0207,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp4.117.200/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0208,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp4.116.550/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0209,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp4.110.550/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,ONE_OFF_GAP,0.023,0.49,"Kurang setor pada 2025-11, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0210,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp4.083.000/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,FLAGGED,0.0211,0.502,Setoran iuran rata-rata 2% di bawah yang seharusnya selama 2 bulan berturut-turut (2025-01 s/d 2025-02); total kekurangan Rp227.000.,1,C
EMP-0211,PDUK,A,FLAGGED,10.973,1.0,"Perlu dicek — indikasi sembunyiin karyawan: jumlah karyawan turun 11 orang (35%) pada 2025-08 (31→20), jauh di luar pola biasanya (z=-11.0); tidak ada catatan resign.",NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp3.938.700/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,ONE_OFF_GAP,0.0287,0.49,"Kurang setor pada 2025-01, tetapi tidak berulang berturut-turut — dianggap wajar.",1,A
EMP-0212,COLD_START,(tidak dikenal),INSUFFICIENT_DATA,,,Riwayat data baru 2 bulan (< 3); belum bisa dinilai.,INSUFFICIENT_DATA,,,Data upah baru 2 bulan (< 3); belum bisa dinilai.,NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0213,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp3.948.650/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,ONE_OFF_GAP,0.0275,0.49,"Kurang setor pada 2025-01, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0214,PDUK,A,FLAGGED,9.2,1.0,"Perlu dicek — indikasi sembunyiin karyawan: jumlah karyawan turun 10 orang (45%) pada 2025-07 (22→12), jauh di luar pola biasanya (z=-9.2); hanya 1 orang tercatat resign.",NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp4.010.250/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,1,A
EMP-0215,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp3.976.950/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0216,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp4.197.900/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0217,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp3.842.050/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0218,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp4.201.350/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,ONE_OFF_GAP,0.0221,0.49,"Kurang setor pada 2025-12, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0219,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp4.212.050/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0220,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp4.204.450/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,ONE_OFF_GAP,0.0208,0.49,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0,-
EMP-0221,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp3.970.600/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0222,UNDER_REPORTING_WAGE,B,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,FLAGGED,9.576,1.0,"Perlu dicek — indikasi lapor gaji lebih rendah dari aslinya: upah dilaporkan Rp2.489.400/orang, 38% di bawah median perusahaan sejenis (Rp4.024.075; sektor=Konstruksi | wilayah=Jawa Barat | skala=Kecil, n=34), 9.6 IQR di bawah median, konsisten di 12/12 bulan.",NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,1,B
EMP-0223,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp3.971.500/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0224,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp3.969.900/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
EMP-0225,CLEAN,CLEAN,NORMAL,0.0,0.0,Pergerakan jumlah karyawan dalam batas wajar.,NOT_CANDIDATE,0.0,0.0,Upah rata-rata Rp4.048.250/orang di atas 1.5× UMR (Rp2.191.238); tidak masuk kandidat awal.,NORMAL,0.0,0.0,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0,-
