employer_id,periode,rata2_DPI
EMP-0150,2025-12,4068800.0
EMP-0151,2025-01,4358700.0
EMP-0151,2025-02,4383700.0
EMP-0151,2025-03,4331500.0
EMP-0151,2025-04,4412700.0
EMP-0151,2025-05,4432300.0
EMP-0151,2025-06,4472600.0
EMP-0151,2025-07,4415100.0
EMP-0151,2025-08,4421300.0
EMP-0151,2025-09,4377800.0
EMP-0151,2025-10,4337900.0
EMP-0151,2025-11,4367200.0
EMP-0151,2025-12,4489700.0
EMP-0152,2025-01,4451900.0
EMP-0152,2025-02,4380100.0
EMP-0152,2025-03,4430800.0
EMP-0152,2025-04,4497000.0
EMP-0152,2025-05,4361400.0
EMP-0152,2025-06,4335300.0
EMP-0152,2025-07,4337800.0
EMP-0152,2025-08,4345900.0
EMP-0152,2025-09,4463000.0
EMP-0152,2025-10,4330200.0
EMP-0152,2025-11,4403800.0
EMP-0152,2025-12,4464600.0
EMP-0153,2025-01,4122200.0
EMP-0153,2025-02,4134500.0
EMP-0153,2025-03,4099900.0
EMP-0153,2025-04,4021200.0
EMP-0153,2025-05,4066300.0
EMP-0153,2025-06,4237800.0
EMP-0153,2025-07,4017300.0
EMP-0153,2025-08,4114700.0
EMP-0153,2025-09,4221800.0
EMP-0153,2025-10,4074900.0
EMP-0153,2025-11,4204200.0
EMP-0153,2025-12,4049500.0
EMP-0154,2025-01,4125000.0
EMP-0154,2025-02,4137000.0
EMP-0154,2025-03,4181900.0
EMP-0154,2025-04,4199400.0
EMP-0154,2025-05,4261600.0
EMP-0154,2025-06,4231800.0
EMP-0154,2025-07,4177100.0
EMP-0154,2025-08,4195000.0
EMP-0154,2025-09,4183300.0
EMP-0154,2025-10,4145700.0
EMP-0154,2025-11,4147400.0
EMP-0154,2025-12,4268200.0
EMP-0155,2025-01,4193900.0
EMP-0155,2025-02,4241900.0
EMP-0155,2025-03,4332700.0
EMP-0155,2025-04,4197300.0
EMP-0155,2025-05,4196500.0
EMP-0155,2025-06,4272900.0
EMP-0155,2025-07,4283200.0
EMP-0155,2025-08,4189400.0
EMP-0155,2025-09,4222200.0
EMP-0155,2025-10,4324900.0
EMP-0155,2025-11,4180200.0
EMP-0155,2025-12,4277400.0
EMP-0156,2025-01,4220500.0
EMP-0156,2025-02,4120500.0
EMP-0156,2025-03,4196900.0
EMP-0156,2025-04,4177600.0
EMP-0156,2025-05,4090700.0
EMP-0156,2025-06,4107800.0
EMP-0156,2025-07,4224800.0
EMP-0156,2025-08,4096100.0
EMP-0156,2025-09,4152100.0
EMP-0156,2025-10,4095700.0
EMP-0156,2025-11,4124800.0
EMP-0156,2025-12,4141500.0
EMP-0157,2025-01,4075200.0
EMP-0157,2025-02,4091800.0
EMP-0157,2025-03,4031200.0
EMP-0157,2025-04,4154000.0
EMP-0157,2025-05,4145100.0
EMP-0157,2025-06,4094200.0
EMP-0157,2025-07,3968500.0
EMP-0157,2025-08,4068600.0
EMP-0157,2025-09,4140900.0
EMP-0157,2025-10,4128000.0
EMP-0157,2025-11,4109600.0
EMP-0157,2025-12,4086300.0
EMP-0158,2025-01,4340200.0
EMP-0158,2025-02,4224600.0
EMP-0158,2025-03,4215000.0
EMP-0158,2025-04,4223100.0
EMP-0158,2025-05,4267400.0
EMP-0158,2025-06,4307900.0
EMP-0158,2025-07,4313700.0
EMP-0158,2025-08,4210300.0
EMP-0158,2025-09,4207400.0
EMP-0158,2025-10,4212100.0
EMP-0158,2025-11,4263700.0
EMP-0158,2025-12,4257300.0
EMP-0159,2025-01,4264100.0
EMP-0159,2025-02,4201600.0
EMP-0159,2025-03,4334800.0
EMP-0159,2025-04,4293100.0
EMP-0159,2025-05,4310800.0
EMP-0159,2025-06,4233700.0
EMP-0159,2025-07,4316900.0
EMP-0159,2025-08,4197600.0
EMP-0159,2025-09,4206800.0
EMP-0159,2025-10,4258000.0
EMP-0159,2025-11,4209300.0
EMP-0159,2025-12,4314600.0
EMP-0160,2025-01,4171600.0
EMP-0160,2025-02,4009600.0
EMP-0160,2025-03,4046500.0
EMP-0160,2025-04,4053000.0
EMP-0160,2025-05,4086400.0
EMP-0160,2025-06,4070800.0
EMP-0160,2025-07,3996000.0
EMP-0160,2025-08,4062900.0
EMP-0160,2025-09,4081300.0
EMP-0160,2025-10,4048900.0
EMP-0160,2025-11,4129500.0
EMP-0160,2025-12,4143800.0
EMP-0161,2025-01,4363900.0
EMP-0161,2025-02,4267500.0
EMP-0161,2025-03,4289400.0
EMP-0161,2025-04,4288300.0
EMP-0161,2025-05,4408000.0
EMP-0161,2025-06,4420400.0
EMP-0161,2025-07,4318700.0
EMP-0161,2025-08,4371200.0
EMP-0161,2025-09,4376900.0
EMP-0161,2025-10,4381500.0
EMP-0161,2025-11,4326400.0
EMP-0161,2025-12,4483900.0
EMP-0162,2025-01,4194000.0
EMP-0162,2025-02,4214200.0
EMP-0162,2025-03,4229100.0
EMP-0162,2025-04,4213000.0
EMP-0162,2025-05,4081800.0
EMP-0162,2025-06,4268700.0
EMP-0162,2025-07,4278800.0
EMP-0162,2025-08,4346100.0
EMP-0162,2025-09,4194000.0
EMP-0162,2025-10,4188800.0
EMP-0162,2025-11,4073500.0
EMP-0162,2025-12,4225500.0
EMP-0163,2025-01,4130600.0
EMP-0163,2025-02,4222000.0
EMP-0163,2025-03,4068700.0
EMP-0163,2025-04,4169200.0
EMP-0163,2025-05,4014200.0
EMP-0163,2025-06,4158200.0
EMP-0163,2025-07,4229300.0
EMP-0163,2025-08,4144600.0
EMP-0163,2025-09,4094400.0
EMP-0163,2025-10,4212300.0
EMP-0163,2025-11,4157500.0
EMP-0163,2025-12,4145300.0
EMP-0164,2025-01,4305500.0
EMP-0164,2025-02,4221600.0
EMP-0164,2025-03,4123600.0
EMP-0164,2025-04,4299300.0
EMP-0164,2025-05,4267300.0
EMP-0164,2025-06,4240700.0
EMP-0164,2025-07,4326100.0
EMP-0164,2025-08,4274200.0
EMP-0164,2025-09,4192400.0
EMP-0164,2025-10,4153200.0
EMP-0164,2025-11,4204700.0
EMP-0164,2025-12,4430600.0
EMP-0165,2025-01,4087100.0
EMP-0165,2025-02,4070700.0
EMP-0165,2025-03,4050100.0
EMP-0165,2025-04,4008500.0
EMP-0165,2025-05,4046600.0
EMP-0165,2025-06,4134100.0
EMP-0165,2025-07,4089700.0
EMP-0165,2025-08,4125400.0
EMP-0165,2025-09,4010300.0
EMP-0165,2025-10,4172500.0
EMP-0165,2025-11,4049600.0
EMP-0165,2025-12,4113100.0
EMP-0166,2025-01,4097500.0
EMP-0166,2025-02,4014500.0
EMP-0166,2025-03,4040100.0
EMP-0166,2025-04,4132400.0
EMP-0166,2025-05,3970400.0
EMP-0166,2025-06,4045800.0
EMP-0166,2025-07,4060000.0
EMP-0166,2025-08,4064900.0
EMP-0166,2025-09,4006200.0
EMP-0166,2025-10,4159700.0
EMP-0166,2025-11,3955100.0
EMP-0166,2025-12,4121700.0
EMP-0167,2025-01,4152700.0
EMP-0167,2025-02,4360300.0
EMP-0167,2025-03,4222700.0
EMP-0167,2025-04,4167600.0
EMP-0167,2025-05,4161500.0
EMP-0167,2025-06,4389400.0
EMP-0167,2025-07,4330100.0
EMP-0167,2025-08,4222900.0
EMP-0167,2025-09,4225500.0
EMP-0167,2025-10,4277400.0
EMP-0167,2025-11,4328900.0
EMP-0167,2025-12,4255000.0
EMP-0168,2025-01,4360500.0
EMP-0168,2025-02,4320200.0
EMP-0168,2025-03,4204800.0
EMP-0168,2025-04,4272200.0
EMP-0168,2025-05,4424100.0
EMP-0168,2025-06,4344000.0
EMP-0168,2025-07,4310900.0
EMP-0168,2025-08,4404500.0
EMP-0168,2025-09,4258400.0
EMP-0168,2025-10,4317200.0
EMP-0168,2025-11,4340800.0
EMP-0168,2025-12,4303100.0
EMP-0169,2025-01,4057300.0
EMP-0169,2025-02,4143300.0
EMP-0169,2025-03,4051100.0
EMP-0169,2025-04,3955200.0
EMP-0169,2025-05,4024800.0
EMP-0169,2025-06,3961300.0
EMP-0169,2025-07,4029200.0
EMP-0169,2025-08,4125400.0
EMP-0169,2025-09,4067800.0
EMP-0169,2025-10,3996300.0
EMP-0169,2025-11,4075900.0
EMP-0169,2025-12,3992900.0
EMP-0170,2025-01,4288800.0
EMP-0170,2025-02,4205600.0
EMP-0170,2025-03,4260500.0
EMP-0170,2025-04,4190400.0
EMP-0170,2025-05,4217400.0
EMP-0170,2025-06,4192400.0
EMP-0170,2025-07,4263700.0
EMP-0170,2025-08,4305900.0
EMP-0170,2025-09,4265800.0
EMP-0170,2025-10,4273600.0
EMP-0170,2025-11,4273600.0
EMP-0170,2025-12,4250100.0
EMP-0171,2025-01,5818800.0
EMP-0171,2025-02,5666400.0
EMP-0171,2025-03,5937800.0
EMP-0171,2025-04,5913500.0
EMP-0171,2025-05,5803200.0
EMP-0171,2025-06,5769100.0
EMP-0171,2025-07,5892000.0
EMP-0171,2025-08,5943700.0
EMP-0171,2025-09,5926300.0
EMP-0171,2025-10,5790500.0
EMP-0171,2025-11,5810300.0
EMP-0171,2025-12,5939500.0
EMP-0172,2025-01,6103700.0
EMP-0172,2025-02,6020000.0
EMP-0172,2025-03,5972100.0
EMP-0172,2025-04,5997700.0
EMP-0172,2025-05,5856500.0
EMP-0172,2025-06,5997600.0
EMP-0172,2025-07,6076100.0
EMP-0172,2025-08,6044700.0
EMP-0172,2025-09,6151200.0
EMP-0172,2025-10,5990300.0
EMP-0172,2025-11,6058000.0
EMP-0172,2025-12,6085500.0
EMP-0173,2025-01,5927900.0
EMP-0173,2025-02,5880500.0
EMP-0173,2025-03,5866200.0
EMP-0173,2025-04,5748100.0
EMP-0173,2025-05,5796200.0
EMP-0173,2025-06,5855800.0
EMP-0173,2025-07,5892000.0
EMP-0173,2025-08,5878100.0
EMP-0173,2025-09,5851100.0
EMP-0173,2025-10,5974600.0
EMP-0173,2025-11,5788700.0
EMP-0173,2025-12,5888700.0
EMP-0174,2025-01,5579700.0
EMP-0174,2025-02,5617100.0
EMP-0174,2025-03,5569400.0
EMP-0174,2025-04,5510000.0
EMP-0174,2025-05,5587800.0
EMP-0174,2025-06,5613100.0
EMP-0174,2025-07,5573200.0
EMP-0174,2025-08,5472100.0
EMP-0174,2025-09,5526500.0
EMP-0174,2025-10,5620400.0
EMP-0174,2025-11,5426700.0
EMP-0174,2025-12,5367600.0
EMP-0175,2025-01,5490200.0
EMP-0175,2025-02,5607700.0
EMP-0175,2025-03,5653200.0
EMP-0175,2025-04,5665000.0
EMP-0175,2025-05,5581900.0
EMP-0175,2025-06,5644200.0
EMP-0175,2025-07,5507000.0
EMP-0175,2025-08,5541300.0
EMP-0175,2025-09,5456700.0
EMP-0175,2025-10,5654400.0
EMP-0175,2025-11,5717700.0
EMP-0175,2025-12,5524800.0
EMP-0176,2025-01,6017100.0
EMP-0176,2025-02,6150400.0
EMP-0176,2025-03,5909400.0
EMP-0176,2025-04,5980600.0
EMP-0176,2025-05,5957700.0
EMP-0176,2025-06,6009400.0
EMP-0176,2025-07,6040800.0
EMP-0176,2025-08,6073600.0
EMP-0176,2025-09,6003300.0
EMP-0176,2025-10,5955200.0
EMP-0176,2025-11,6187300.0
EMP-0176,2025-12,6253000.0
EMP-0177,2025-01,5438300.0
EMP-0177,2025-02,5546400.0
EMP-0177,2025-03,5517000.0
EMP-0177,2025-04,5489600.0
EMP-0177,2025-05,5455100.0
EMP-0177,2025-06,5549400.0
EMP-0177,2025-07,5463500.0
EMP-0177,2025-08,5383100.0
EMP-0177,2025-09,5528600.0
EMP-0177,2025-10,5424100.0
EMP-0177,2025-11,5390300.0
EMP-0177,2025-12,5537500.0
EMP-0178,2025-01,5629000.0
EMP-0178,2025-02,5549100.0
EMP-0178,2025-03,5630300.0
EMP-0178,2025-04,5610300.0
EMP-0178,2025-05,5609200.0
EMP-0178,2025-06,5677300.0
EMP-0178,2025-07,5468100.0
EMP-0178,2025-08,5522000.0
EMP-0178,2025-09,5708600.0
EMP-0178,2025-10,5540000.0
EMP-0178,2025-11,5326600.0
EMP-0178,2025-12,5544500.0
EMP-0179,2025-01,5545900.0
EMP-0179,2025-02,5750900.0
EMP-0179,2025-03,5790900.0
EMP-0179,2025-04,5775200.0
EMP-0179,2025-05,5719100.0
EMP-0179,2025-06,5779000.0
EMP-0179,2025-07,5718500.0
EMP-0179,2025-08,5807800.0
EMP-0179,2025-09,5839400.0
EMP-0179,2025-10,5663800.0
EMP-0179,2025-11,5719200.0
EMP-0179,2025-12,5733200.0
EMP-0180,2025-01,5642500.0
EMP-0180,2025-02,5825400.0
EMP-0180,2025-03,5848400.0
EMP-0180,2025-04,5824400.0
EMP-0180,2025-05,5765000.0
EMP-0180,2025-06,5747600.0
EMP-0180,2025-07,5618400.0
EMP-0180,2025-08,5701600.0
EMP-0180,2025-09,5664000.0
EMP-0180,2025-10,5566000.0
EMP-0180,2025-11,5813500.0
EMP-0180,2025-12,5663000.0
EMP-0181,2025-01,5966300.0
EMP-0181,2025-02,5948000.0
EMP-0181,2025-03,5955200.0
EMP-0181,2025-04,5988500.0
EMP-0181,2025-05,5923100.0
EMP-0181,2025-06,5891500.0
EMP-0181,2025-07,5774000.0
EMP-0181,2025-08,5923200.0
EMP-0181,2025-09,5986000.0
EMP-0181,2025-10,5797700.0
EMP-0181,2025-11,5874800.0
EMP-0181,2025-12,5932600.0
EMP-0182,2025-01,5615800.0
EMP-0182,2025-02,5827600.0
EMP-0182,2025-03,5672200.0
EMP-0182,2025-04,5695800.0
EMP-0182,2025-05,5849400.0
EMP-0182,2025-06,5628500.0
EMP-0182,2025-07,5662400.0
EMP-0182,2025-08,5658900.0
EMP-0182,2025-09,5863800.0
EMP-0182,2025-10,5896100.0
EMP-0182,2025-11,5789400.0
EMP-0182,2025-12,5792100.0
EMP-0183,2025-01,5980600.0
EMP-0183,2025-02,5883800.0
EMP-0183,2025-03,5959100.0
EMP-0183,2025-04,5734900.0
EMP-0183,2025-05,5929700.0
EMP-0183,2025-06,6048100.0
EMP-0183,2025-07,5833400.0
EMP-0183,2025-08,5975900.0
EMP-0183,2025-09,6051700.0
EMP-0183,2025-10,5955900.0
EMP-0183,2025-11,5985600.0
EMP-0183,2025-12,5756200.0
EMP-0184,2025-01,5561000.0
EMP-0184,2025-02,5487600.0
EMP-0184,2025-03,5656900.0
EMP-0184,2025-04,5443700.0
EMP-0184,2025-05,5558200.0
EMP-0184,2025-06,5556900.0
EMP-0184,2025-07,5531900.0
EMP-0184,2025-08,5428700.0
EMP-0184,2025-09,5608700.0
EMP-0184,2025-10,5598200.0
EMP-0184,2025-11,5480300.0
EMP-0184,2025-12,5595200.0
EMP-0185,2025-01,5746500.0
EMP-0185,2025-02,5665800.0
EMP-0185,2025-03,5560500.0
EMP-0185,2025-04,5591600.0
EMP-0185,2025-05,5534700.0
EMP-0185,2025-06,5707700.0
EMP-0185,2025-07,5596600.0
EMP-0185,2025-08,5597700.0
EMP-0185,2025-09,5688700.0
EMP-0185,2025-10,5476300.0
EMP-0185,2025-11,5614700.0
EMP-0185,2025-12,5616900.0
EMP-0186,2025-01,5643400.0
EMP-0186,2025-02,5456100.0
EMP-0186,2025-03,5573700.0
EMP-0186,2025-04,5487100.0
EMP-0186,2025-05,5540500.0
EMP-0186,2025-06,5533600.0
EMP-0186,2025-07,5526700.0
EMP-0186,2025-08,5729500.0
EMP-0186,2025-09,5525600.0
EMP-0186,2025-10,5494900.0
EMP-0186,2025-11,5498700.0
EMP-0186,2025-12,5649500.0
EMP-0187,2025-01,5700500.0
EMP-0187,2025-02,5722900.0
EMP-0187,2025-03,5749600.0
EMP-0187,2025-04,5803000.0
EMP-0187,2025-05,5796700.0
EMP-0187,2025-06,5840700.0
EMP-0187,2025-07,5666500.0
EMP-0187,2025-08,5745600.0
EMP-0187,2025-09,5656800.0
EMP-0187,2025-10,5778600.0
EMP-0187,2025-11,5898300.0
EMP-0187,2025-12,5639900.0
EMP-0188,2025-01,6060100.0
EMP-0188,2025-02,6068000.0
EMP-0188,2025-03,5922600.0
EMP-0188,2025-04,5875100.0
EMP-0188,2025-05,5955000.0
EMP-0188,2025-06,5881600.0
EMP-0188,2025-07,5974300.0
EMP-0188,2025-08,6060800.0
EMP-0188,2025-09,5944500.0
EMP-0188,2025-10,5973000.0
EMP-0188,2025-11,5951200.0
EMP-0188,2025-12,6031300.0
EMP-0189,2025-01,5828900.0
EMP-0189,2025-02,5709300.0
EMP-0189,2025-03,5680700.0
EMP-0189,2025-04,5736600.0
EMP-0189,2025-05,5785000.0
EMP-0189,2025-06,5835800.0
EMP-0189,2025-07,5683000.0
EMP-0189,2025-08,5685000.0
EMP-0189,2025-09,5702600.0
EMP-0189,2025-10,5810100.0
EMP-0189,2025-11,5726600.0
EMP-0189,2025-12,5907600.0
EMP-0190,2025-01,5764600.0
EMP-0190,2025-02,5911800.0
EMP-0190,2025-03,6013100.0
EMP-0190,2025-04,5895300.0
EMP-0190,2025-05,5796600.0
EMP-0190,2025-06,5913100.0
EMP-0190,2025-07,5851600.0
EMP-0190,2025-08,5971500.0
EMP-0190,2025-09,5996500.0
EMP-0190,2025-10,5833900.0
EMP-0190,2025-11,5865000.0
EMP-0190,2025-12,5995100.0
EMP-0191,2025-01,5725500.0
EMP-0191,2025-02,5516700.0
EMP-0191,2025-03,5746700.0
EMP-0191,2025-04,5713800.0
EMP-0191,2025-05,5461700.0
EMP-0191,2025-06,5656500.0
EMP-0191,2025-07,5487300.0
EMP-0191,2025-08,5552900.0
EMP-0191,2025-09,5612500.0
EMP-0191,2025-10,5547600.0
EMP-0191,2025-11,5843300.0
EMP-0191,2025-12,5728400.0
EMP-0192,2025-01,5828100.0
EMP-0192,2025-02,5836200.0
EMP-0192,2025-03,5879200.0
EMP-0192,2025-04,5779000.0
EMP-0192,2025-05,5846600.0
EMP-0192,2025-06,5839800.0
EMP-0192,2025-07,5824300.0
EMP-0192,2025-08,5749700.0
EMP-0192,2025-09,5792500.0
EMP-0192,2025-10,5726600.0
EMP-0192,2025-11,5778700.0
EMP-0192,2025-12,5676300.0
EMP-0193,2025-01,5475800.0
EMP-0193,2025-02,5708000.0
EMP-0193,2025-03,5570300.0
EMP-0193,2025-04,5538200.0
EMP-0193,2025-05,5500300.0
EMP-0193,2025-06,5492200.0
EMP-0193,2025-07,5633100.0
EMP-0193,2025-08,5680700.0
EMP-0193,2025-09,5672300.0
EMP-0193,2025-10,5713700.0
EMP-0193,2025-11,5743200.0
EMP-0193,2025-12,5676900.0
EMP-0194,2025-01,3930900.0
EMP-0194,2025-02,4010300.0
EMP-0194,2025-03,3977100.0
EMP-0194,2025-04,4026900.0
EMP-0194,2025-05,3963300.0
EMP-0194,2025-06,3956400.0
EMP-0194,2025-07,3987400.0
EMP-0194,2025-08,3893200.0
EMP-0194,2025-09,3971500.0
EMP-0194,2025-10,4068400.0
EMP-0194,2025-11,3785500.0
EMP-0194,2025-12,3970000.0
EMP-0195,2025-01,5814200.0
EMP-0195,2025-02,5683200.0
EMP-0195,2025-03,5746300.0
EMP-0195,2025-04,5727100.0
EMP-0195,2025-05,5671200.0
EMP-0195,2025-06,5734400.0
EMP-0195,2025-07,5685800.0
EMP-0195,2025-08,5808000.0
EMP-0195,2025-09,5705700.0
EMP-0195,2025-10,5929100.0
EMP-0195,2025-11,5717100.0
EMP-0195,2025-12,5733500.0
EMP-0196,2025-01,5914400.0
EMP-0196,2025-02,6000500.0
EMP-0196,2025-03,6136000.0
EMP-0196,2025-04,6065200.0
EMP-0196,2025-05,5942300.0
EMP-0196,2025-06,5867400.0
EMP-0196,2025-07,5836800.0
EMP-0196,2025-08,6106100.0
EMP-0196,2025-09,5902100.0
EMP-0196,2025-10,5958600.0
EMP-0196,2025-11,6106500.0
EMP-0196,2025-12,5842900.0
EMP-0197,2025-01,5735300.0
EMP-0197,2025-02,5892800.0
EMP-0197,2025-03,5838600.0
EMP-0197,2025-04,5685700.0
EMP-0197,2025-05,5732400.0
EMP-0197,2025-06,5693100.0
EMP-0197,2025-07,5652300.0
EMP-0197,2025-08,5746700.0
EMP-0197,2025-09,5664900.0
EMP-0197,2025-10,5753500.0
EMP-0197,2025-11,5935900.0
EMP-0197,2025-12,5828900.0
EMP-0198,2025-01,5524700.0
EMP-0198,2025-02,5563200.0
EMP-0198,2025-03,5598900.0
EMP-0198,2025-04,5446100.0
EMP-0198,2025-05,5537000.0
EMP-0198,2025-06,5265600.0
EMP-0198,2025-07,5562900.0
EMP-0198,2025-08,5517400.0
EMP-0198,2025-09,5460600.0
EMP-0198,2025-10,5568600.0
EMP-0198,2025-11,5639900.0
EMP-0198,2025-12,5502800.0
EMP-0199,2025-01,5811700.0
EMP-0199,2025-02,5762100.0
EMP-0199,2025-03,5845300.0
EMP-0199,2025-04,5693500.0
EMP-0199,2025-05,5816500.0
EMP-0199,2025-06,5938700.0
EMP-0199,2025-07,5912200.0
EMP-0199,2025-08,5823000.0
EMP-0199,2025-09,5980900.0
EMP-0199,2025-10,6002800.0
EMP-0199,2025-11,5893700.0
EMP-0199,2025-12,5707100.0
EMP-0200,2025-01,5869000.0
EMP-0200,2025-02,5884400.0
EMP-0200,2025-03,5653100.0
EMP-0200,2025-04,6023900.0
EMP-0200,2025-05,5789600.0
EMP-0200,2025-06,5758200.0
EMP-0200,2025-07,5817600.0
EMP-0200,2025-08,5972400.0
EMP-0200,2025-09,6033400.0
EMP-0200,2025-10,5851000.0
EMP-0200,2025-11,5927400.0
EMP-0200,2025-12,5843800.0
EMP-0201,2025-01,6115100.0
EMP-0201,2025-02,6007500.0
EMP-0201,2025-03,6207000.0
EMP-0201,2025-04,6010300.0
EMP-0201,2025-05,6236700.0
EMP-0201,2025-06,5963500.0
EMP-0201,2025-07,6104600.0
EMP-0201,2025-08,6218900.0
EMP-0201,2025-09,6000700.0
EMP-0201,2025-10,6087300.0
EMP-0201,2025-11,6185300.0
EMP-0201,2025-12,5874100.0
EMP-0202,2025-01,5735900.0
EMP-0202,2025-02,5872300.0
EMP-0202,2025-03,5709800.0
EMP-0202,2025-04,5907200.0
EMP-0202,2025-05,5713300.0
EMP-0202,2025-06,5670700.0
EMP-0202,2025-07,5755900.0
EMP-0202,2025-08,5727900.0
EMP-0202,2025-09,5825600.0
EMP-0202,2025-10,5769500.0
EMP-0202,2025-11,5828300.0
EMP-0202,2025-12,5748800.0
EMP-0203,2025-01,5646000.0
EMP-0203,2025-02,5522000.0
EMP-0203,2025-03,5613400.0
EMP-0203,2025-04,5648500.0
EMP-0203,2025-05,5618800.0
EMP-0203,2025-06,5512600.0
EMP-0203,2025-07,5742300.0
EMP-0203,2025-08,5556600.0
EMP-0203,2025-09,5533800.0
EMP-0203,2025-10,5642300.0
EMP-0203,2025-11,5612100.0
EMP-0203,2025-12,5689700.0
EMP-0204,2025-01,6145100.0
EMP-0204,2025-02,5927200.0
EMP-0204,2025-03,6040800.0
EMP-0204,2025-04,5827200.0
EMP-0204,2025-05,5716600.0
EMP-0204,2025-06,5804700.0
EMP-0204,2025-07,5640800.0
EMP-0204,2025-08,6117800.0
EMP-0204,2025-09,5949000.0
EMP-0204,2025-10,5847700.0
EMP-0204,2025-11,5970200.0
EMP-0204,2025-12,5946800.0
EMP-0205,2025-01,4111200.0
EMP-0205,2025-02,4183100.0
EMP-0205,2025-03,4102500.0
EMP-0205,2025-04,4142200.0
EMP-0205,2025-05,4184300.0
EMP-0205,2025-06,4195300.0
EMP-0205,2025-07,4209000.0
EMP-0205,2025-08,4240500.0
EMP-0205,2025-09,4088900.0
EMP-0205,2025-10,4165000.0
EMP-0205,2025-11,4110400.0
EMP-0205,2025-12,4138600.0
EMP-0206,2025-01,4171900.0
EMP-0206,2025-02,4089300.0
EMP-0206,2025-03,4116200.0
EMP-0206,2025-04,4258500.0
EMP-0206,2025-05,4115900.0
EMP-0206,2025-06,4091500.0
EMP-0206,2025-07,4213800.0
EMP-0206,2025-08,4075800.0
EMP-0206,2025-09,4098000.0
EMP-0206,2025-10,4176900.0
EMP-0206,2025-11,4199400.0
EMP-0206,2025-12,4216900.0
EMP-0207,2025-01,4124800.0
EMP-0207,2025-02,4127100.0
EMP-0207,2025-03,4109600.0
EMP-0207,2025-04,4070100.0
EMP-0207,2025-05,4192000.0
EMP-0207,2025-06,4201700.0
EMP-0207,2025-07,4092800.0
EMP-0207,2025-08,4073800.0
EMP-0207,2025-09,4092200.0
EMP-0207,2025-10,4157400.0
EMP-0207,2025-11,4064500.0
EMP-0207,2025-12,4220700.0
EMP-0208,2025-01,4081800.0
EMP-0208,2025-02,4126000.0
EMP-0208,2025-03,4107100.0
EMP-0208,2025-04,4150700.0
EMP-0208,2025-05,4010300.0
EMP-0208,2025-06,4205400.0
EMP-0208,2025-07,4136100.0
EMP-0208,2025-08,4187400.0
EMP-0208,2025-09,4157600.0
EMP-0208,2025-10,4103000.0
EMP-0208,2025-11,4024700.0
EMP-0208,2025-12,4069100.0
EMP-0209,2025-01,4032400.0
EMP-0209,2025-02,4218800.0
EMP-0209,2025-03,4129300.0
EMP-0209,2025-04,4092700.0
EMP-0209,2025-05,4060900.0
EMP-0209,2025-06,4113400.0
EMP-0209,2025-07,4119300.0
EMP-0209,2025-08,4107700.0
EMP-0209,2025-09,4159400.0
EMP-0209,2025-10,4040600.0
EMP-0209,2025-11,4032300.0
EMP-0209,2025-12,4157800.0
EMP-0210,2025-01,4049700.0
EMP-0210,2025-02,4211300.0
EMP-0210,2025-03,4093400.0
EMP-0210,2025-04,4093000.0
EMP-0210,2025-05,4092500.0
EMP-0210,2025-06,4095900.0
EMP-0210,2025-07,3925100.0
EMP-0210,2025-08,4056000.0
EMP-0210,2025-09,4068300.0
EMP-0210,2025-10,4148800.0
EMP-0210,2025-11,4073500.0
EMP-0210,2025-12,3970000.0
EMP-0211,2025-01,3841900.0
EMP-0211,2025-02,3978500.0
EMP-0211,2025-03,3945000.0
EMP-0211,2025-04,3943600.0
EMP-0211,2025-05,3967800.0
EMP-0211,2025-06,3927900.0
EMP-0211,2025-07,3937000.0
EMP-0211,2025-08,3989000.0
EMP-0211,2025-09,3897100.0
EMP-0211,2025-10,3940400.0
EMP-0211,2025-11,3843300.0
EMP-0211,2025-12,3909600.0
EMP-0212,2025-11,4137200.0
EMP-0212,2025-12,4057300.0
EMP-0213,2025-01,3966400.0
EMP-0213,2025-02,3935500.0
EMP-0213,2025-03,3943400.0
EMP-0213,2025-04,3955200.0
EMP-0213,2025-05,3904000.0
EMP-0213,2025-06,3963800.0
EMP-0213,2025-07,3981200.0
EMP-0213,2025-08,4021600.0
EMP-0213,2025-09,3953900.0
EMP-0213,2025-10,3902300.0
EMP-0213,2025-11,3929000.0
EMP-0213,2025-12,3867600.0
EMP-0214,2025-01,4099700.0
EMP-0214,2025-02,4018400.0
EMP-0214,2025-03,4002100.0
EMP-0214,2025-04,4111000.0
EMP-0214,2025-05,3852200.0
EMP-0214,2025-06,3943300.0
EMP-0214,2025-07,3968100.0
EMP-0214,2025-08,4043500.0
EMP-0214,2025-09,4044500.0
EMP-0214,2025-10,3940200.0
EMP-0214,2025-11,4051800.0
EMP-0214,2025-12,3967900.0
EMP-0215,2025-01,3972900.0
EMP-0215,2025-02,3983600.0
EMP-0215,2025-03,3886500.0
EMP-0215,2025-04,3911800.0
EMP-0215,2025-05,4057500.0
EMP-0215,2025-06,3971000.0
EMP-0215,2025-07,3998200.0
EMP-0215,2025-08,4088100.0
EMP-0215,2025-09,3972700.0
EMP-0215,2025-10,3969300.0
EMP-0215,2025-11,4052300.0
EMP-0215,2025-12,3981000.0
EMP-0216,2025-01,4238600.0
EMP-0216,2025-02,4208000.0
EMP-0216,2025-03,4259700.0
EMP-0216,2025-04,4196600.0
EMP-0216,2025-05,4087200.0
