employer_id,periode,jumlah_peserta_aktif
EMP-0219,2025-12,24
EMP-0220,2025-01,60
EMP-0220,2025-02,59
EMP-0220,2025-03,57
EMP-0220,2025-04,58
EMP-0220,2025-05,57
EMP-0220,2025-06,56
EMP-0220,2025-07,55
EMP-0220,2025-08,55
EMP-0220,2025-09,54
EMP-0220,2025-10,52
EMP-0220,2025-11,53
EMP-0220,2025-12,54
EMP-0221,2025-01,34
EMP-0221,2025-02,33
EMP-0221,2025-03,33
EMP-0221,2025-04,33
EMP-0221,2025-05,33
EMP-0221,2025-06,33
EMP-0221,2025-07,33
EMP-0221,2025-08,33
EMP-0221,2025-09,33
EMP-0221,2025-10,34
EMP-0221,2025-11,34
EMP-0221,2025-12,35
EMP-0222,2025-01,16
EMP-0222,2025-02,16
EMP-0222,2025-03,16
EMP-0222,2025-04,16
EMP-0222,2025-05,16
EMP-0222,2025-06,16
EMP-0222,2025-07,16
EMP-0222,2025-08,16
EMP-0222,2025-09,16
EMP-0222,2025-10,16
EMP-0222,2025-11,16
EMP-0222,2025-12,16
EMP-0223,2025-01,18
EMP-0223,2025-02,18
EMP-0223,2025-03,18
EMP-0223,2025-04,18
EMP-0223,2025-05,18
EMP-0223,2025-06,18
EMP-0223,2025-07,19
EMP-0223,2025-08,19
EMP-0223,2025-09,19
EMP-0223,2025-10,19
EMP-0223,2025-11,19
EMP-0223,2025-12,19
EMP-0224,2025-01,35
EMP-0224,2025-02,34
EMP-0224,2025-03,34
EMP-0224,2025-04,35
EMP-0224,2025-05,34
EMP-0224,2025-06,35
EMP-0224,2025-07,35
EMP-0224,2025-08,36
EMP-0224,2025-09,36
EMP-0224,2025-10,37
EMP-0224,2025-11,36
EMP-0224,2025-12,37
EMP-0225,2025-01,18
EMP-0225,2025-02,18
EMP-0225,2025-03,18
EMP-0225,2025-04,18
EMP-0225,2025-05,18
EMP-0225,2025-06,18
EMP-0225,2025-07,18
EMP-0225,2025-08,18
EMP-0225,2025-09,18
EMP-0225,2025-10,18
EMP-0225,2025-11,18
EMP-0225,2025-12,18
EMP-0226,2025-01,33
EMP-0226,2025-02,33
EMP-0226,2025-03,33
EMP-0226,2025-04,33
EMP-0226,2025-05,32
EMP-0226,2025-06,31
EMP-0226,2025-07,31
EMP-0226,2025-08,30
EMP-0226,2025-09,30
EMP-0226,2025-10,30
EMP-0226,2025-11,30
EMP-0226,2025-12,30
EMP-0227,2025-01,37
EMP-0227,2025-02,38
EMP-0227,2025-03,38
EMP-0227,2025-04,38
EMP-0227,2025-05,38
EMP-0227,2025-06,37
EMP-0227,2025-07,38
EMP-0227,2025-08,38
EMP-0227,2025-09,37
EMP-0227,2025-10,37
EMP-0227,2025-11,37
EMP-0227,2025-12,37
EMP-0228,2025-01,38
EMP-0228,2025-02,39
EMP-0228,2025-03,40
EMP-0228,2025-04,39
EMP-0228,2025-05,39
EMP-0228,2025-06,40
EMP-0228,2025-07,40
EMP-0228,2025-08,41
EMP-0228,2025-09,43
EMP-0228,2025-10,44
EMP-0228,2025-11,44
EMP-0228,2025-12,45
EMP-0229,2025-01,42
EMP-0229,2025-02,42
EMP-0229,2025-03,42
EMP-0229,2025-04,43
EMP-0229,2025-05,42
EMP-0229,2025-06,43
EMP-0229,2025-07,43
EMP-0229,2025-08,42
EMP-0229,2025-09,42
EMP-0229,2025-10,40
EMP-0229,2025-11,41
EMP-0229,2025-12,42
EMP-0230,2025-01,24
EMP-0230,2025-02,24
EMP-0230,2025-03,25
EMP-0230,2025-04,25
EMP-0230,2025-05,24
EMP-0230,2025-06,25
EMP-0230,2025-07,26
EMP-0230,2025-08,26
EMP-0230,2025-09,27
EMP-0230,2025-10,28
EMP-0230,2025-11,28
EMP-0230,2025-12,28
EMP-0231,2025-01,31
EMP-0231,2025-02,32
EMP-0231,2025-03,32
EMP-0231,2025-04,31
EMP-0231,2025-05,32
EMP-0231,2025-06,32
EMP-0231,2025-07,32
EMP-0231,2025-08,32
EMP-0231,2025-09,33
EMP-0231,2025-10,34
EMP-0231,2025-11,34
EMP-0231,2025-12,34
EMP-0232,2025-01,48
EMP-0232,2025-02,49
EMP-0232,2025-03,47
EMP-0232,2025-04,47
EMP-0232,2025-05,47
EMP-0232,2025-06,46
EMP-0232,2025-07,46
EMP-0232,2025-08,46
EMP-0232,2025-09,48
EMP-0232,2025-10,50
EMP-0232,2025-11,50
EMP-0232,2025-12,50
EMP-0233,2025-01,41
EMP-0233,2025-02,41
EMP-0233,2025-03,41
EMP-0233,2025-04,40
EMP-0233,2025-05,39
EMP-0233,2025-06,39
EMP-0233,2025-07,39
EMP-0233,2025-08,38
EMP-0233,2025-09,39
EMP-0233,2025-10,39
EMP-0233,2025-11,39
EMP-0233,2025-12,40
EMP-0234,2025-01,51
EMP-0234,2025-02,51
EMP-0234,2025-03,50
EMP-0234,2025-04,50
EMP-0234,2025-05,50
EMP-0234,2025-06,49
EMP-0234,2025-07,49
EMP-0234,2025-08,47
EMP-0234,2025-09,47
EMP-0234,2025-10,47
EMP-0234,2025-11,47
EMP-0234,2025-12,47
EMP-0235,2025-01,58
EMP-0235,2025-02,59
EMP-0235,2025-03,60
EMP-0235,2025-04,59
EMP-0235,2025-05,58
EMP-0235,2025-06,57
EMP-0235,2025-07,56
EMP-0235,2025-08,56
EMP-0235,2025-09,55
EMP-0235,2025-10,54
EMP-0235,2025-11,54
EMP-0235,2025-12,54
EMP-0236,2025-01,26
EMP-0236,2025-02,26
EMP-0236,2025-03,26
EMP-0236,2025-04,26
EMP-0236,2025-05,26
EMP-0236,2025-06,26
EMP-0236,2025-07,26
EMP-0236,2025-08,25
EMP-0236,2025-09,25
EMP-0236,2025-10,25
EMP-0236,2025-11,25
EMP-0236,2025-12,26
EMP-0237,2025-01,25
EMP-0237,2025-02,24
EMP-0237,2025-03,24
EMP-0237,2025-04,23
EMP-0237,2025-05,23
EMP-0237,2025-06,23
EMP-0237,2025-07,23
EMP-0237,2025-08,23
EMP-0237,2025-09,23
EMP-0237,2025-10,23
EMP-0237,2025-11,24
EMP-0237,2025-12,24
EMP-0238,2025-01,27
EMP-0238,2025-02,27
EMP-0238,2025-03,27
EMP-0238,2025-04,27
EMP-0238,2025-05,27
EMP-0238,2025-06,26
EMP-0238,2025-07,26
EMP-0238,2025-08,26
EMP-0238,2025-09,26
EMP-0238,2025-10,25
EMP-0238,2025-11,25
EMP-0238,2025-12,26
EMP-0239,2025-01,82
EMP-0239,2025-02,82
EMP-0239,2025-03,84
EMP-0239,2025-04,83
EMP-0239,2025-05,80
EMP-0239,2025-06,79
EMP-0239,2025-07,81
EMP-0239,2025-08,81
EMP-0239,2025-09,81
EMP-0239,2025-10,81
EMP-0239,2025-11,84
EMP-0239,2025-12,87
EMP-0240,2025-01,226
EMP-0240,2025-02,225
EMP-0240,2025-03,226
EMP-0240,2025-04,219
EMP-0240,2025-05,225
EMP-0240,2025-06,220
EMP-0240,2025-07,221
EMP-0240,2025-08,216
EMP-0240,2025-09,213
EMP-0240,2025-10,209
EMP-0240,2025-11,206
EMP-0240,2025-12,204
EMP-0241,2025-01,155
EMP-0241,2025-02,158
EMP-0241,2025-03,155
EMP-0241,2025-04,156
EMP-0241,2025-05,160
EMP-0241,2025-06,158
EMP-0241,2025-07,156
EMP-0241,2025-08,155
EMP-0241,2025-09,159
EMP-0241,2025-10,160
EMP-0241,2025-11,158
EMP-0241,2025-12,160
EMP-0242,2025-01,213
EMP-0242,2025-02,216
EMP-0242,2025-03,218
EMP-0242,2025-04,217
EMP-0242,2025-05,213
EMP-0242,2025-06,209
EMP-0242,2025-07,211
EMP-0242,2025-08,216
EMP-0242,2025-09,213
EMP-0242,2025-10,215
EMP-0242,2025-11,206
EMP-0242,2025-12,204
EMP-0243,2025-01,234
EMP-0243,2025-02,230
EMP-0243,2025-03,226
EMP-0243,2025-04,223
EMP-0243,2025-05,224
EMP-0243,2025-06,223
EMP-0243,2025-07,213
EMP-0243,2025-08,204
EMP-0243,2025-09,202
EMP-0243,2025-10,204
EMP-0243,2025-11,193
EMP-0243,2025-12,191
EMP-0244,2025-01,120
EMP-0244,2025-02,123
EMP-0244,2025-03,122
EMP-0244,2025-04,123
EMP-0244,2025-05,123
EMP-0244,2025-06,118
EMP-0244,2025-07,120
EMP-0244,2025-08,121
EMP-0244,2025-09,122
EMP-0244,2025-10,132
EMP-0244,2025-11,126
EMP-0244,2025-12,130
EMP-0245,2025-01,186
EMP-0245,2025-02,187
EMP-0245,2025-03,187
EMP-0245,2025-04,185
EMP-0245,2025-05,183
EMP-0245,2025-06,184
EMP-0245,2025-07,178
EMP-0245,2025-08,181
EMP-0245,2025-09,179
EMP-0245,2025-10,175
EMP-0245,2025-11,173
EMP-0245,2025-12,177
EMP-0246,2025-01,207
EMP-0246,2025-02,208
EMP-0246,2025-03,205
EMP-0246,2025-04,208
EMP-0246,2025-05,211
EMP-0246,2025-06,219
EMP-0246,2025-07,218
EMP-0246,2025-08,221
EMP-0246,2025-09,221
EMP-0246,2025-10,227
EMP-0246,2025-11,224
EMP-0246,2025-12,227
EMP-0247,2025-01,96
EMP-0247,2025-02,96
EMP-0247,2025-03,96
EMP-0247,2025-04,96
EMP-0247,2025-05,96
EMP-0247,2025-06,96
EMP-0247,2025-07,99
EMP-0247,2025-08,101
EMP-0247,2025-09,103
EMP-0247,2025-10,102
EMP-0247,2025-11,100
EMP-0247,2025-12,102
EMP-0248,2025-01,121
EMP-0248,2025-02,125
EMP-0248,2025-03,123
EMP-0248,2025-04,122
EMP-0248,2025-05,118
EMP-0248,2025-06,117
EMP-0248,2025-07,119
EMP-0248,2025-08,118
EMP-0248,2025-09,66
EMP-0248,2025-10,64
EMP-0248,2025-11,64
EMP-0248,2025-12,65
EMP-0249,2025-01,178
EMP-0249,2025-02,167
EMP-0249,2025-03,166
EMP-0249,2025-04,161
EMP-0249,2025-05,165
EMP-0249,2025-06,168
EMP-0249,2025-07,170
EMP-0249,2025-08,175
EMP-0249,2025-09,172
EMP-0249,2025-10,178
EMP-0249,2025-11,181
EMP-0249,2025-12,180
EMP-0250,2025-01,228
EMP-0250,2025-02,223
EMP-0250,2025-03,219
EMP-0250,2025-04,216
EMP-0250,2025-05,214
EMP-0250,2025-06,209
EMP-0250,2025-07,214
EMP-0250,2025-08,213
EMP-0250,2025-09,215
EMP-0250,2025-10,213
EMP-0250,2025-11,205
EMP-0250,2025-12,206
EMP-0251,2025-01,120
EMP-0251,2025-02,120
EMP-0251,2025-03,117
EMP-0251,2025-04,122
EMP-0251,2025-05,124
EMP-0251,2025-06,124
EMP-0251,2025-07,127
EMP-0251,2025-08,125
EMP-0251,2025-09,126
EMP-0251,2025-10,127
EMP-0251,2025-11,128
EMP-0251,2025-12,131
EMP-0252,2025-01,180
EMP-0252,2025-02,181
EMP-0252,2025-03,175
EMP-0252,2025-04,172
EMP-0252,2025-05,172
EMP-0252,2025-06,172
EMP-0252,2025-07,168
EMP-0252,2025-08,176
EMP-0252,2025-09,181
EMP-0252,2025-10,183
EMP-0252,2025-11,183
EMP-0252,2025-12,182
EMP-0253,2025-01,123
EMP-0253,2025-02,123
EMP-0253,2025-03,124
EMP-0253,2025-04,121
EMP-0253,2025-05,122
EMP-0253,2025-06,122
EMP-0253,2025-07,117
EMP-0253,2025-08,115
EMP-0253,2025-09,114
EMP-0253,2025-10,118
EMP-0253,2025-11,119
EMP-0253,2025-12,116
EMP-0254,2025-01,232
EMP-0254,2025-02,225
EMP-0254,2025-03,230
EMP-0254,2025-04,228
EMP-0254,2025-05,228
EMP-0254,2025-06,234
EMP-0254,2025-07,228
EMP-0254,2025-08,222
EMP-0254,2025-09,219
EMP-0254,2025-10,224
EMP-0254,2025-11,217
EMP-0254,2025-12,205
EMP-0255,2025-01,61
EMP-0255,2025-02,62
EMP-0255,2025-03,63
EMP-0255,2025-04,62
EMP-0255,2025-05,61
EMP-0255,2025-06,62
EMP-0255,2025-07,60
EMP-0255,2025-08,60
EMP-0255,2025-09,60
EMP-0255,2025-10,61
EMP-0255,2025-11,60
EMP-0255,2025-12,60
EMP-0256,2025-01,170
EMP-0256,2025-02,168
EMP-0256,2025-03,170
EMP-0256,2025-04,167
EMP-0256,2025-05,167
EMP-0256,2025-06,168
EMP-0256,2025-07,167
EMP-0256,2025-08,168
EMP-0256,2025-09,165
EMP-0256,2025-10,164
EMP-0256,2025-11,166
EMP-0256,2025-12,167
EMP-0257,2025-01,131
EMP-0257,2025-02,132
EMP-0257,2025-03,134
EMP-0257,2025-04,129
EMP-0257,2025-05,132
EMP-0257,2025-06,131
EMP-0257,2025-07,132
EMP-0257,2025-08,135
EMP-0257,2025-09,131
EMP-0257,2025-10,129
EMP-0257,2025-11,128
EMP-0257,2025-12,126
EMP-0258,2025-01,241
EMP-0258,2025-02,237
EMP-0258,2025-03,234
EMP-0258,2025-04,235
EMP-0258,2025-05,229
EMP-0258,2025-06,227
EMP-0258,2025-07,228
EMP-0258,2025-08,226
EMP-0258,2025-09,226
EMP-0258,2025-10,224
EMP-0258,2025-11,217
EMP-0258,2025-12,218
EMP-0259,2025-01,206
EMP-0259,2025-02,206
EMP-0259,2025-03,207
EMP-0259,2025-04,210
EMP-0259,2025-05,205
EMP-0259,2025-06,212
EMP-0259,2025-07,213
EMP-0259,2025-08,220
EMP-0259,2025-09,217
EMP-0259,2025-10,225
EMP-0259,2025-11,228
EMP-0259,2025-12,231
EMP-0260,2025-01,100
EMP-0260,2025-02,100
EMP-0260,2025-03,102
EMP-0260,2025-04,102
EMP-0260,2025-05,98
EMP-0260,2025-06,96
EMP-0260,2025-07,96
EMP-0260,2025-08,97
EMP-0260,2025-09,97
EMP-0260,2025-10,99
EMP-0260,2025-11,95
EMP-0260,2025-12,95
EMP-0261,2025-11,75
EMP-0261,2025-12,76
EMP-0262,2025-01,173
EMP-0262,2025-02,174
EMP-0262,2025-03,171
EMP-0262,2025-04,175
EMP-0262,2025-05,179
EMP-0262,2025-06,181
EMP-0262,2025-07,181
EMP-0262,2025-08,183
EMP-0262,2025-09,180
EMP-0262,2025-10,183
EMP-0262,2025-11,189
EMP-0262,2025-12,193
EMP-0263,2025-01,146
EMP-0263,2025-02,147
EMP-0263,2025-03,143
EMP-0263,2025-04,145
EMP-0263,2025-05,146
EMP-0263,2025-06,141
EMP-0263,2025-07,138
EMP-0263,2025-08,137
EMP-0263,2025-09,136
EMP-0263,2025-10,133
EMP-0263,2025-11,134
EMP-0263,2025-12,135
EMP-0264,2025-01,209
EMP-0264,2025-02,206
EMP-0264,2025-03,210
EMP-0264,2025-04,217
EMP-0264,2025-05,215
EMP-0264,2025-06,212
EMP-0264,2025-07,214
EMP-0264,2025-08,212
EMP-0264,2025-09,211
EMP-0264,2025-10,214
EMP-0264,2025-11,206
EMP-0264,2025-12,211
EMP-0265,2025-01,136
EMP-0265,2025-02,135
EMP-0265,2025-03,135
EMP-0265,2025-04,135
EMP-0265,2025-05,130
EMP-0265,2025-06,134
EMP-0265,2025-07,134
EMP-0265,2025-08,135
EMP-0265,2025-09,138
EMP-0265,2025-10,135
EMP-0265,2025-11,136
EMP-0265,2025-12,135
EMP-0266,2025-01,227
EMP-0266,2025-02,217
EMP-0266,2025-03,217
EMP-0266,2025-04,214
EMP-0266,2025-05,216
EMP-0266,2025-06,218
EMP-0266,2025-07,215
EMP-0266,2025-08,212
EMP-0266,2025-09,212
EMP-0266,2025-10,208
EMP-0266,2025-11,212
EMP-0266,2025-12,210
EMP-0267,2025-01,158
EMP-0267,2025-02,157
EMP-0267,2025-03,154
EMP-0267,2025-04,149
EMP-0267,2025-05,145
EMP-0267,2025-06,145
EMP-0267,2025-07,149
EMP-0267,2025-08,150
EMP-0267,2025-09,148
EMP-0267,2025-10,149
EMP-0267,2025-11,148
EMP-0267,2025-12,146
EMP-0268,2025-01,231
EMP-0268,2025-02,223
EMP-0268,2025-03,221
EMP-0268,2025-04,222
EMP-0268,2025-05,222
EMP-0268,2025-06,220
EMP-0268,2025-07,216
EMP-0268,2025-08,219
EMP-0268,2025-09,213
EMP-0268,2025-10,216
EMP-0268,2025-11,212
EMP-0268,2025-12,209
EMP-0269,2025-01,120
EMP-0269,2025-02,119
EMP-0269,2025-03,121
EMP-0269,2025-04,122
EMP-0269,2025-05,124
EMP-0269,2025-06,125
EMP-0269,2025-07,122
EMP-0269,2025-08,121
EMP-0269,2025-09,119
EMP-0269,2025-10,122
EMP-0269,2025-11,119
EMP-0269,2025-12,121
EMP-0270,2025-01,179
EMP-0270,2025-02,186
EMP-0270,2025-03,184
EMP-0270,2025-04,187
EMP-0270,2025-05,196
EMP-0270,2025-06,194
EMP-0270,2025-07,188
EMP-0270,2025-08,181
EMP-0270,2025-09,184
EMP-0270,2025-10,177
EMP-0270,2025-11,176
EMP-0270,2025-12,178
EMP-0271,2025-01,138
EMP-0271,2025-02,139
EMP-0271,2025-03,140
EMP-0271,2025-04,144
EMP-0271,2025-05,141
EMP-0271,2025-06,139
EMP-0271,2025-07,137
EMP-0271,2025-08,139
EMP-0271,2025-09,142
EMP-0271,2025-10,143
EMP-0271,2025-11,146
EMP-0271,2025-12,143
EMP-0272,2025-01,114
EMP-0272,2025-02,117
EMP-0272,2025-03,119
EMP-0272,2025-04,123
EMP-0272,2025-05,119
EMP-0272,2025-06,118
EMP-0272,2025-07,116
EMP-0272,2025-08,118
EMP-0272,2025-09,116
EMP-0272,2025-10,118
EMP-0272,2025-11,121
EMP-0272,2025-12,123
EMP-0273,2025-11,647
EMP-0273,2025-12,634
EMP-0274,2025-01,731
EMP-0274,2025-02,749
EMP-0274,2025-03,761
EMP-0274,2025-04,760
EMP-0274,2025-05,754
EMP-0274,2025-06,723
EMP-0274,2025-07,708
EMP-0274,2025-08,735
EMP-0274,2025-09,716
EMP-0274,2025-10,719
EMP-0274,2025-11,733
EMP-0274,2025-12,715
EMP-0275,2025-01,360
EMP-0275,2025-02,367
EMP-0275,2025-03,367
EMP-0275,2025-04,388
EMP-0275,2025-05,375
EMP-0275,2025-06,383
EMP-0275,2025-07,382
EMP-0275,2025-08,388
EMP-0275,2025-09,391
EMP-0275,2025-10,385
EMP-0275,2025-11,387
EMP-0275,2025-12,373
EMP-0276,2025-01,498
EMP-0276,2025-02,501
EMP-0276,2025-03,507
EMP-0276,2025-04,518
EMP-0276,2025-05,522
EMP-0276,2025-06,524
EMP-0276,2025-07,515
EMP-0276,2025-08,508
EMP-0276,2025-09,520
EMP-0276,2025-10,535
EMP-0276,2025-11,532
EMP-0276,2025-12,532
EMP-0277,2025-01,628
EMP-0277,2025-02,643
EMP-0277,2025-03,652
EMP-0277,2025-04,677
EMP-0277,2025-05,665
EMP-0277,2025-06,660
EMP-0277,2025-07,663
EMP-0277,2025-08,672
EMP-0277,2025-09,669
EMP-0277,2025-10,657
EMP-0277,2025-11,669
EMP-0277,2025-12,679
EMP-0278,2025-01,820
EMP-0278,2025-02,842
EMP-0278,2025-03,862
EMP-0278,2025-04,864
EMP-0278,2025-05,865
EMP-0278,2025-06,875
EMP-0278,2025-07,860
EMP-0278,2025-08,861
EMP-0278,2025-09,824
EMP-0278,2025-10,838
EMP-0278,2025-11,812
EMP-0278,2025-12,836
EMP-0279,2025-01,613
EMP-0279,2025-02,610
EMP-0279,2025-03,602
EMP-0279,2025-04,599
EMP-0279,2025-05,616
EMP-0279,2025-06,585
EMP-0279,2025-07,600
EMP-0279,2025-08,604
EMP-0279,2025-09,589
EMP-0279,2025-10,576
EMP-0279,2025-11,595
EMP-0279,2025-12,584
EMP-0280,2025-01,819
EMP-0280,2025-02,838
EMP-0280,2025-03,844
EMP-0280,2025-04,828
EMP-0280,2025-05,832
EMP-0280,2025-06,815
EMP-0280,2025-07,833
EMP-0280,2025-08,851
EMP-0280,2025-09,860
EMP-0280,2025-10,866
EMP-0280,2025-11,897
EMP-0280,2025-12,897
EMP-0281,2025-01,539
EMP-0281,2025-02,544
EMP-0281,2025-03,567
EMP-0281,2025-04,555
EMP-0281,2025-05,551
EMP-0281,2025-06,556
EMP-0281,2025-07,555
EMP-0281,2025-08,544
EMP-0281,2025-09,556
EMP-0281,2025-10,582
EMP-0281,2025-11,584
EMP-0281,2025-12,573
EMP-0282,2025-01,535
EMP-0282,2025-02,538
EMP-0282,2025-03,550
EMP-0282,2025-04,555
EMP-0282,2025-05,555
EMP-0282,2025-06,548
EMP-0282,2025-07,536
EMP-0282,2025-08,545
EMP-0282,2025-09,555
EMP-0282,2025-10,538
EMP-0282,2025-11,555
EMP-0282,2025-12,561
EMP-0283,2025-01,280
EMP-0283,2025-02,272
EMP-0283,2025-03,265
EMP-0283,2025-04,264
EMP-0283,2025-05,267
EMP-0283,2025-06,277
EMP-0283,2025-07,281
EMP-0283,2025-08,280
EMP-0283,2025-09,274
EMP-0283,2025-10,281
EMP-0283,2025-11,276
EMP-0283,2025-12,285
EMP-0284,2025-01,651
EMP-0284,2025-02,672
EMP-0284,2025-03,681
EMP-0284,2025-04,679
EMP-0284,2025-05,672
EMP-0284,2025-06,667
EMP-0284,2025-07,673
EMP-0284,2025-08,674
EMP-0284,2025-09,666
EMP-0284,2025-10,664
EMP-0284,2025-11,665
EMP-0284,2025-12,637
EMP-0285,2025-01,536
EMP-0285,2025-02,525
EMP-0285,2025-03,513
EMP-0285,2025-04,496
EMP-0285,2025-05,478
EMP-0285,2025-06,465
EMP-0285,2025-07,458
EMP-0285,2025-08,476
EMP-0285,2025-09,471
EMP-0285,2025-10,473
EMP-0285,2025-11,477
EMP-0285,2025-12,478
EMP-0286,2025-01,258
EMP-0286,2025-02,252
EMP-0286,2025-03,259
EMP-0286,2025-04,268
EMP-0286,2025-05,259
EMP-0286,2025-06,254
EMP-0286,2025-07,253
EMP-0286,2025-08,248
EMP-0286,2025-09,251
EMP-0286,2025-10,247
EMP-0286,2025-11,258
EMP-0286,2025-12,264
EMP-0287,2025-01,833
EMP-0287,2025-02,850
EMP-0287,2025-03,869
EMP-0287,2025-04,859
EMP-0287,2025-05,845
EMP-0287,2025-06,846
EMP-0287,2025-07,861
EMP-0287,2025-08,863
EMP-0287,2025-09,836
EMP-0287,2025-10,823
EMP-0287,2025-11,822
EMP-0287,2025-12,821
EMP-0288,2025-01,312
EMP-0288,2025-02,303
EMP-0288,2025-03,306
EMP-0288,2025-04,315
EMP-0288,2025-05,329
EMP-0288,2025-06,326
EMP-0288,2025-07,329
EMP-0288,2025-08,333
EMP-0288,2025-09,334
EMP-0288,2025-10,333
EMP-0288,2025-11,336
EMP-0288,2025-12,319
EMP-0289,2025-01,882
EMP-0289,2025-02,884
EMP-0289,2025-03,880
EMP-0289,2025-04,916
EMP-0289,2025-05,904
EMP-0289,2025-06,897
EMP-0289,2025-07,933
EMP-0289,2025-08,917
EMP-0289,2025-09,907
EMP-0289,2025-10,904
EMP-0289,2025-11,919
EMP-0289,2025-12,923
EMP-0290,2025-01,738
EMP-0290,2025-02,730
EMP-0290,2025-03,721
EMP-0290,2025-04,720
EMP-0290,2025-05,726
EMP-0290,2025-06,732
EMP-0290,2025-07,706
EMP-0290,2025-08,721
EMP-0290,2025-09,725
EMP-0290,2025-10,745
EMP-0290,2025-11,752
EMP-0290,2025-12,769
EMP-0291,2025-11,548
EMP-0291,2025-12,563
EMP-0292,2025-01,490
EMP-0292,2025-02,489
EMP-0292,2025-03,511
EMP-0292,2025-04,520
EMP-0292,2025-05,526
EMP-0292,2025-06,513
EMP-0292,2025-07,500
EMP-0292,2025-08,503
EMP-0292,2025-09,504
EMP-0292,2025-10,498
EMP-0292,2025-11,499
EMP-0292,2025-12,515
EMP-0293,2025-01,883
EMP-0293,2025-02,863
EMP-0293,2025-03,861
EMP-0293,2025-04,847
EMP-0293,2025-05,840
EMP-0293,2025-06,833
EMP-0293,2025-07,825
EMP-0293,2025-08,804
EMP-0293,2025-09,802
EMP-0293,2025-10,793
EMP-0293,2025-11,747
EMP-0293,2025-12,778
EMP-0294,2025-01,623
EMP-0294,2025-02,618
EMP-0294,2025-03,618
EMP-0294,2025-04,604
EMP-0294,2025-05,624
EMP-0294,2025-06,648
EMP-0294,2025-07,650
EMP-0294,2025-08,663
EMP-0294,2025-09,665
EMP-0294,2025-10,647
EMP-0294,2025-11,642
EMP-0294,2025-12,644
EMP-0295,2025-01,470
EMP-0295,2025-02,468
EMP-0295,2025-03,467
EMP-0295,2025-04,466
EMP-0295,2025-05,466
EMP-0295,2025-06,456
EMP-0295,2025-07,449
EMP-0295,2025-08,437
EMP-0295,2025-09,446
EMP-0295,2025-10,427
EMP-0295,2025-11,437
EMP-0295,2025-12,449
EMP-0296,2025-01,441
EMP-0296,2025-02,418
EMP-0296,2025-03,415
EMP-0296,2025-04,414
EMP-0296,2025-05,406
EMP-0296,2025-06,402
EMP-0296,2025-07,414
EMP-0296,2025-08,420
EMP-0296,2025-09,412
EMP-0296,2025-10,399
EMP-0296,2025-11,396
EMP-0296,2025-12,394
EMP-0297,2025-01,894
EMP-0297,2025-02,884
EMP-0297,2025-03,893
EMP-0297,2025-04,928
EMP-0297,2025-05,943
EMP-0297,2025-06,942
EMP-0297,2025-07,939
EMP-0297,2025-08,932
EMP-0297,2025-09,954
EMP-0297,2025-10,942
EMP-0297,2025-11,943
EMP-0297,2025-12,944
EMP-0298,2025-01,501
EMP-0298,2025-02,487
EMP-0298,2025-03,490
EMP-0298,2025-04,489
EMP-0298,2025-05,494
EMP-0298,2025-06,489
EMP-0298,2025-07,501
EMP-0298,2025-08,492
EMP-0298,2025-09,509
EMP-0298,2025-10,491
EMP-0298,2025-11,495
EMP-0298,2025-12,500
EMP-0299,2025-01,384
EMP-0299,2025-02,387
EMP-0299,2025-03,397
EMP-0299,2025-04,379
EMP-0299,2025-05,383
EMP-0299,2025-06,364
EMP-0299,2025-07,357
EMP-0299,2025-08,369
EMP-0299,2025-09,365
EMP-0299,2025-10,356
EMP-0299,2025-11,355
EMP-0299,2025-12,370
EMP-0300,2025-01,860
EMP-0300,2025-02,842
EMP-0300,2025-03,867
EMP-0300,2025-04,899
EMP-0300,2025-05,897
EMP-0300,2025-06,875
EMP-0300,2025-07,912
EMP-0300,2025-08,941
EMP-0300,2025-09,954
EMP-0300,2025-10,938
EMP-0300,2025-11,937
EMP-0300,2025-12,934
EMP-0301,2025-01,351
EMP-0301,2025-02,361
EMP-0301,2025-03,367
EMP-0301,2025-04,359
EMP-0301,2025-05,369
EMP-0301,2025-06,371
EMP-0301,2025-07,376
EMP-0301,2025-08,387
EMP-0301,2025-09,378
EMP-0301,2025-10,378
EMP-0301,2025-11,374
EMP-0301,2025-12,362
EMP-0302,2025-01,898
EMP-0302,2025-02,943
EMP-0302,2025-03,908
EMP-0302,2025-04,907
EMP-0302,2025-05,919
EMP-0302,2025-06,921
EMP-0302,2025-07,919
EMP-0302,2025-08,895
EMP-0302,2025-09,899
EMP-0302,2025-10,885
EMP-0302,2025-11,846
EMP-0302,2025-12,866
EMP-0303,2025-01,296
EMP-0303,2025-02,296
EMP-0303,2025-03,297
EMP-0303,2025-04,303
EMP-0303,2025-05,304
EMP-0303,2025-06,309
EMP-0303,2025-07,307
EMP-0303,2025-08,183
EMP-0303,2025-09,177
EMP-0303,2025-10,176
EMP-0303,2025-11,178
EMP-0303,2025-12,174
EMP-0304,2025-01,557
EMP-0304,2025-02,550
EMP-0304,2025-03,541
EMP-0304,2025-04,529
EMP-0304,2025-05,551
EMP-0304,2025-06,566
EMP-0304,2025-07,588
EMP-0304,2025-08,574
EMP-0304,2025-09,575
EMP-0304,2025-10,560
EMP-0304,2025-11,552
EMP-0304,2025-12,542
EMP-0305,2025-01,718
EMP-0305,2025-02,712
EMP-0305,2025-03,727
EMP-0305,2025-04,736
EMP-0305,2025-05,770
EMP-0305,2025-06,747
EMP-0305,2025-07,766
