employer_id,sektor_usaha,wilayah,skala,anomaly_type,detail
EMP-0354,Perdagangan & Ritel,DKI Jakarta,Menengah,REMITTANCE_GAP,"Actual remittance ~24% di bawah expected, berulang sejak periode 2025-09"
EMP-0355,Perdagangan & Ritel,DKI Jakarta,Menengah,PDUK,"Headcount drop ~31% mulai periode 2025-07, TANPA resign record matching"
EMP-0356,Perdagangan & Ritel,DKI Jakarta,Menengah,CLEAN,-
EMP-0357,Perdagangan & Ritel,DKI Jakarta,Menengah,CLEAN,-
EMP-0358,Perdagangan & Ritel,DKI Jakarta,Menengah,CLEAN,-
EMP-0359,Perdagangan & Ritel,DKI Jakarta,Menengah,CLEAN,-
EMP-0360,Perdagangan & Ritel,DKI Jakarta,Menengah,CLEAN,-
EMP-0361,Perdagangan & Ritel,DKI Jakarta,Menengah,REMITTANCE_GAP,"Actual remittance ~28% di bawah expected, berulang sejak periode 2025-09"
EMP-0362,Perdagangan & Ritel,DKI Jakarta,Menengah,UNDER_REPORTING_WAGE,"DPI ditekan ke ~68% dari median cohort (Perdagangan & Ritel/DKI Jakarta/Menengah, n_peer=33)"
EMP-0363,Perdagangan & Ritel,DKI Jakarta,Menengah,CLEAN,-
EMP-0364,Perdagangan & Ritel,DKI Jakarta,Menengah,CLEAN,-
EMP-0365,Perdagangan & Ritel,DKI Jakarta,Menengah,CLEAN,-
EMP-0366,Perdagangan & Ritel,DKI Jakarta,Menengah,COLD_START,"Registrasi baru (2025-11), hanya 2 periode histori -> harus INSUFFICIENT_DATA di Module A"
EMP-0367,Perdagangan & Ritel,DKI Jakarta,Menengah,CLEAN,-
EMP-0368,Perdagangan & Ritel,DKI Jakarta,Menengah,CLEAN,-
EMP-0369,Perdagangan & Ritel,DKI Jakarta,Menengah,CLEAN,-
EMP-0370,Perdagangan & Ritel,DKI Jakarta,Menengah,CLEAN,-
EMP-0371,Perdagangan & Ritel,DKI Jakarta,Menengah,CLEAN,-
EMP-0372,Perdagangan & Ritel,DKI Jakarta,Menengah,CLEAN,-
EMP-0373,Perdagangan & Ritel,DKI Jakarta,Menengah,UNDER_REPORTING_WAGE,"DPI ditekan ke ~66% dari median cohort (Perdagangan & Ritel/DKI Jakarta/Menengah, n_peer=33)"
EMP-0374,Perdagangan & Ritel,DKI Jakarta,Menengah,CLEAN,-
EMP-0375,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0376,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0377,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0378,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0379,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0380,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0381,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0382,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0383,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0384,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0385,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0386,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0387,Perdagangan & Ritel,Jawa Barat,Besar,REMITTANCE_GAP,"Actual remittance ~23% di bawah expected, berulang sejak periode 2025-07"
EMP-0388,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0389,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0390,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0391,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0392,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0393,Perdagangan & Ritel,Jawa Barat,Besar,REMITTANCE_GAP,"Actual remittance ~27% di bawah expected, berulang sejak periode 2025-06"
EMP-0394,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0395,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0396,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0397,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0398,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0399,Perdagangan & Ritel,Jawa Barat,Besar,REMITTANCE_GAP,"Actual remittance ~27% di bawah expected, berulang sejak periode 2025-05"
EMP-0400,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0401,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0402,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0403,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0404,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0405,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0406,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0407,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0408,Perdagangan & Ritel,Jawa Barat,Besar,CLEAN,-
EMP-0409,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0410,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0411,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0412,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0413,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0414,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0415,Perdagangan & Ritel,Jawa Timur,Kecil,PDUK,"Headcount drop ~50% mulai periode 2025-08, TANPA resign record matching"
EMP-0416,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0417,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0418,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0419,Perdagangan & Ritel,Jawa Timur,Kecil,PDUK,"Headcount drop ~49% mulai periode 2025-06, TANPA resign record matching"
EMP-0420,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0421,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0422,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0423,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0424,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0425,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0426,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0427,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0428,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0429,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0430,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0431,Perdagangan & Ritel,Jawa Timur,Kecil,REMITTANCE_GAP,"Actual remittance ~20% di bawah expected, berulang sejak periode 2025-09"
EMP-0432,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0433,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0434,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0435,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0436,Perdagangan & Ritel,Jawa Timur,Kecil,PDUK,"Headcount drop ~52% mulai periode 2025-07, TANPA resign record matching"
EMP-0437,Perdagangan & Ritel,Jawa Timur,Kecil,PDUK,"Headcount drop ~37% mulai periode 2025-08, TANPA resign record matching"
EMP-0438,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0439,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0440,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN_MUTASI_SAH,"Headcount drop ~45% di periode 2025-06, DENGAN resign record matching (10 orang) -> true-negative test untuk confounder-handling Module A"
EMP-0441,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0442,Perdagangan & Ritel,Jawa Timur,Kecil,CLEAN,-
EMP-0443,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0444,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0445,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0446,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0447,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0448,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0449,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0450,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0451,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN_MUTASI_SAH,"Headcount drop ~54% di periode 2025-09, DENGAN resign record matching (66 orang) -> true-negative test untuk confounder-handling Module A"
EMP-0452,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0453,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0454,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0455,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0456,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0457,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0458,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0459,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0460,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0461,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0462,Perdagangan & Ritel,Sumatera Utara,Menengah,REMITTANCE_GAP,"Actual remittance ~30% di bawah expected, berulang sejak periode 2025-05"
EMP-0463,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0464,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0465,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0466,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0467,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0468,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0469,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0470,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0471,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0472,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0473,Perdagangan & Ritel,Sumatera Utara,Menengah,UNDER_REPORTING_WAGE,"DPI ditekan ke ~62% dari median cohort (Perdagangan & Ritel/Sumatera Utara/Menengah, n_peer=33)"
EMP-0474,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0475,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0476,Perdagangan & Ritel,Sumatera Utara,Menengah,CLEAN,-
EMP-0477,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0478,Perdagangan & Ritel,Sulawesi Selatan,Besar,PDUK,"Headcount drop ~47% mulai periode 2025-06, TANPA resign record matching"
EMP-0479,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0480,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0481,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0482,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0483,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0484,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0485,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0486,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0487,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0488,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0489,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0490,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0491,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0492,Perdagangan & Ritel,Sulawesi Selatan,Besar,PDUK,"Headcount drop ~48% mulai periode 2025-06, TANPA resign record matching"
EMP-0493,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0494,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0495,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0496,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0497,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0498,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0499,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0500,Perdagangan & Ritel,Sulawesi Selatan,Besar,PDUK,"Headcount drop ~52% mulai periode 2025-09, TANPA resign record matching"
EMP-0501,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0502,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0503,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0504,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0505,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0506,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0507,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0508,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN_MUTASI_SAH,"Headcount drop ~41% di periode 2025-08, DENGAN resign record matching (358 orang) -> true-negative test untuk confounder-handling Module A"
EMP-0509,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0510,Perdagangan & Ritel,Sulawesi Selatan,Besar,CLEAN,-
EMP-0511,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0512,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0513,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0514,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0515,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0516,Jasa Keuangan,DKI Jakarta,Kecil,UNDER_REPORTING_WAGE,"DPI ditekan ke ~61% dari median cohort (Jasa Keuangan/DKI Jakarta/Kecil, n_peer=33)"
EMP-0517,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0518,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0519,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0520,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0521,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0522,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0523,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0524,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0525,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0526,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0527,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0528,Jasa Keuangan,DKI Jakarta,Kecil,UNDER_REPORTING_WAGE,"DPI ditekan ke ~72% dari median cohort (Jasa Keuangan/DKI Jakarta/Kecil, n_peer=33)"
EMP-0529,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0530,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0531,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0532,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0533,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0534,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0535,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0536,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0537,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0538,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0539,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0540,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0541,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0542,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0543,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0544,Jasa Keuangan,DKI Jakarta,Kecil,CLEAN,-
EMP-0545,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0546,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0547,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0548,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0549,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0550,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0551,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0552,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0553,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0554,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0555,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0556,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0557,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0558,Jasa Keuangan,Jawa Barat,Menengah,UNDER_REPORTING_WAGE,"DPI ditekan ke ~71% dari median cohort (Jasa Keuangan/Jawa Barat/Menengah, n_peer=33)"
EMP-0559,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0560,Jasa Keuangan,Jawa Barat,Menengah,UNDER_REPORTING_WAGE,"DPI ditekan ke ~62% dari median cohort (Jasa Keuangan/Jawa Barat/Menengah, n_peer=33)"
EMP-0561,Jasa Keuangan,Jawa Barat,Menengah,REMITTANCE_GAP,"Actual remittance ~17% di bawah expected, berulang sejak periode 2025-09"
EMP-0562,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0563,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0564,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0565,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0566,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0567,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0568,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0569,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0570,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0571,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0572,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0573,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0574,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0575,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0576,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0577,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0578,Jasa Keuangan,Jawa Barat,Menengah,CLEAN,-
EMP-0579,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0580,Jasa Keuangan,Jawa Timur,Besar,REMITTANCE_GAP,"Actual remittance ~30% di bawah expected, berulang sejak periode 2025-08"
EMP-0581,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0582,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0583,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0584,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0585,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0586,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0587,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0588,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0589,Jasa Keuangan,Jawa Timur,Besar,UNDER_REPORTING_WAGE,"DPI ditekan ke ~68% dari median cohort (Jasa Keuangan/Jawa Timur/Besar, n_peer=33)"
EMP-0590,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0591,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0592,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0593,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0594,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0595,Jasa Keuangan,Jawa Timur,Besar,REMITTANCE_GAP,"Actual remittance ~21% di bawah expected, berulang sejak periode 2025-06"
EMP-0596,Jasa Keuangan,Jawa Timur,Besar,UNDER_REPORTING_WAGE,"DPI ditekan ke ~72% dari median cohort (Jasa Keuangan/Jawa Timur/Besar, n_peer=33)"
EMP-0597,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0598,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0599,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0600,Jasa Keuangan,Jawa Timur,Besar,PDUK,"Headcount drop ~41% mulai periode 2025-06, TANPA resign record matching"
EMP-0601,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0602,Jasa Keuangan,Jawa Timur,Besar,UNDER_REPORTING_WAGE,"DPI ditekan ke ~69% dari median cohort (Jasa Keuangan/Jawa Timur/Besar, n_peer=33)"
EMP-0603,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0604,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0605,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0606,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0607,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0608,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0609,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0610,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0611,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0612,Jasa Keuangan,Jawa Timur,Besar,CLEAN,-
EMP-0613,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0614,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0615,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0616,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0617,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0618,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0619,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0620,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0621,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0622,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0623,Jasa Keuangan,Sumatera Utara,Kecil,UNDER_REPORTING_WAGE,"DPI ditekan ke ~63% dari median cohort (Jasa Keuangan/Sumatera Utara/Kecil, n_peer=33)"
EMP-0624,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0625,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0626,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0627,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0628,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0629,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0630,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0631,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0632,Jasa Keuangan,Sumatera Utara,Kecil,PDUK,"Headcount drop ~38% mulai periode 2025-09, TANPA resign record matching"
EMP-0633,Jasa Keuangan,Sumatera Utara,Kecil,UNDER_REPORTING_WAGE,"DPI ditekan ke ~72% dari median cohort (Jasa Keuangan/Sumatera Utara/Kecil, n_peer=33)"
EMP-0634,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0635,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0636,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0637,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0638,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0639,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0640,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0641,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0642,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0643,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0644,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0645,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0646,Jasa Keuangan,Sumatera Utara,Kecil,CLEAN,-
EMP-0647,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0648,Jasa Keuangan,Sulawesi Selatan,Menengah,REMITTANCE_GAP,"Actual remittance ~27% di bawah expected, berulang sejak periode 2025-08"
EMP-0649,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0650,Jasa Keuangan,Sulawesi Selatan,Menengah,PDUK,"Headcount drop ~37% mulai periode 2025-06, TANPA resign record matching"
EMP-0651,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0652,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0653,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0654,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0655,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0656,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0657,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0658,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0659,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0660,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0661,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
EMP-0662,Jasa Keuangan,Sulawesi Selatan,Menengah,CLEAN,-
