rank,employer_id,n_periods,n_gap_periods,longest_run,n_late_paid,total_expected,total_actual,total_shortfall,median_gap_pct,run_start,run_end,first_gap_period,cum_shortfall_pct,status,reason,score_c,score_c_norm
188,EMP-0455,12,1,1,0,278599000.0,277523000.0,493000.0,0.02085977828552086,2025-02,2025-02,2025-02,0.0017695684478408035,ONE_OFF_GAP,"Kurang setor pada 2025-02, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0209,0.49
189,EMP-0723,12,1,1,0,192504000.0,192013000.0,491000.0,0.028728570592709612,2025-11,2025-11,2025-11,0.0025505963512446493,ONE_OFF_GAP,"Kurang setor pada 2025-11, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0287,0.49
190,EMP-0371,12,1,1,0,194262000.0,194088000.0,487000.0,0.02969150103645897,2025-06,2025-06,2025-06,0.0025069236392089036,ONE_OFF_GAP,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0297,0.49
191,EMP-0978,12,1,1,0,267456000.0,265889000.0,482000.0,0.02196400091136933,2025-04,2025-04,2025-04,0.001802165589854032,ONE_OFF_GAP,"Kurang setor pada 2025-04, tetapi tidak berulang berturut-turut — dianggap wajar.",0.022,0.49
192,EMP-0860,12,1,1,0,259413000.0,258686000.0,480000.0,0.022454039388127428,2025-06,2025-06,2025-06,0.0018503313249528743,ONE_OFF_GAP,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0225,0.49
193,EMP-0967,12,1,1,0,251975000.0,251577000.0,475000.0,0.022573899819408803,2025-08,2025-08,2025-08,0.0018851076495684095,ONE_OFF_GAP,"Kurang setor pada 2025-08, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0226,0.49
194,EMP-0868,12,1,1,0,278583000.0,277413000.0,466000.0,0.02065236660166637,2025-02,2025-02,2025-02,0.0016727510293162182,ONE_OFF_GAP,"Kurang setor pada 2025-02, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0207,0.49
195,EMP-0955,12,1,1,0,246402000.0,246022000.0,464000.0,0.02300218124132461,2025-08,2025-08,2025-08,0.0018831015982013132,ONE_OFF_GAP,"Kurang setor pada 2025-08, tetapi tidak berulang berturut-turut — dianggap wajar.",0.023,0.49
196,EMP-0162,12,1,1,0,206264000.0,205541000.0,462000.0,0.025265230230777643,2025-01,2025-01,2025-01,0.0022398479618353177,ONE_OFF_GAP,"Kurang setor pada 2025-01, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0253,0.49
197,EMP-0666,12,1,1,0,241814000.0,241788000.0,452000.0,0.022690763052208834,2025-09,2025-09,2025-09,0.0018692052569330147,ONE_OFF_GAP,"Kurang setor pada 2025-09, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0227,0.49
198,EMP-0164,12,1,1,0,257578000.0,257463000.0,439000.0,0.02053993356103495,2025-06,2025-06,2025-06,0.0017043381034094526,ONE_OFF_GAP,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0205,0.49
199,EMP-0474,12,1,1,0,229879000.0,229592000.0,435000.0,0.02151654548152545,2025-07,2025-07,2025-07,0.0018922998621013663,ONE_OFF_GAP,"Kurang setor pada 2025-07, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0215,0.49
200,EMP-0836,12,2,1,0,118843000.0,118736000.0,435000.0,0.02172392363412315,2025-04,2025-04,2025-04,0.003660291308701396,ONE_OFF_GAP,"Kurang setor pada 2025-04, tetapi tidak berulang berturut-turut — dianggap wajar.",0.022,0.49
201,EMP-0731,12,1,1,0,204775000.0,204306000.0,403000.0,0.023880066366437545,2025-04,2025-04,2025-04,0.001968013673544134,ONE_OFF_GAP,"Kurang setor pada 2025-04, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0239,0.49
202,EMP-0669,12,1,1,0,231215000.0,231872000.0,396000.0,0.020254718428724873,2025-10,2025-10,2025-10,0.0017126916506282031,ONE_OFF_GAP,"Kurang setor pada 2025-10, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0203,0.49
203,EMP-0671,12,1,1,0,209485000.0,209397000.0,393000.0,0.023643364216099146,2025-10,2025-10,2025-10,0.0018760293099744612,ONE_OFF_GAP,"Kurang setor pada 2025-10, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0236,0.49
204,EMP-0473,12,1,1,0,195249000.0,194320000.0,384000.0,0.024297646165527716,2025-02,2025-02,2025-02,0.0019667194198177713,ONE_OFF_GAP,"Kurang setor pada 2025-02, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0243,0.49
205,EMP-0874,12,1,1,0,195814000.0,195496000.0,379000.0,0.023718630702797422,2025-09,2025-09,2025-09,0.0019355102290949575,ONE_OFF_GAP,"Kurang setor pada 2025-09, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0237,0.49
206,EMP-0844,12,1,1,0,174246000.0,174649000.0,376000.0,0.026107485071517843,2025-12,2025-12,2025-12,0.002157868760258485,ONE_OFF_GAP,"Kurang setor pada 2025-12, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0261,0.49
207,EMP-0974,12,1,1,0,189540000.0,189537000.0,371000.0,0.023475069602632244,2025-07,2025-07,2025-07,0.0019573704758889944,ONE_OFF_GAP,"Kurang setor pada 2025-07, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0235,0.49
208,EMP-0843,12,1,1,0,176689000.0,177219000.0,367000.0,0.024021468778635948,2025-04,2025-04,2025-04,0.0020770959142900804,ONE_OFF_GAP,"Kurang setor pada 2025-04, tetapi tidak berulang berturut-turut — dianggap wajar.",0.024,0.49
209,EMP-0542,12,1,1,0,218854000.0,218606000.0,363000.0,0.02023749790934939,2025-04,2025-04,2025-04,0.001658640006579729,ONE_OFF_GAP,"Kurang setor pada 2025-04, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0202,0.49
210,EMP-0632,12,1,1,0,141545000.0,141642000.0,356000.0,0.026752836852784248,2025-05,2025-05,2025-05,0.0025151012045639197,ONE_OFF_GAP,"Kurang setor pada 2025-05, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0268,0.49
211,EMP-0840,12,1,1,0,191491000.0,190838000.0,334000.0,0.021461157874445802,2025-01,2025-01,2025-01,0.0017442072995597704,ONE_OFF_GAP,"Kurang setor pada 2025-01, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0215,0.49
212,EMP-0846,12,1,1,0,161022000.0,161218000.0,327000.0,0.025705526295102588,2025-02,2025-02,2025-02,0.0020307784029511495,ONE_OFF_GAP,"Kurang setor pada 2025-02, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0257,0.49
213,EMP-0043,12,1,1,0,161365000.0,160693000.0,324000.0,0.02336145360155743,2025-02,2025-02,2025-02,0.0020078703560251604,ONE_OFF_GAP,"Kurang setor pada 2025-02, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0234,0.49
214,EMP-0151,12,1,1,0,191998000.0,192278000.0,323000.0,0.0207543532737904,2025-08,2025-08,2025-08,0.0016823091907207366,ONE_OFF_GAP,"Kurang setor pada 2025-08, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0208,0.49
215,EMP-0622,12,1,1,0,127982000.0,127668000.0,322000.0,0.030532903470510145,2025-04,2025-04,2025-04,0.002515978809520089,ONE_OFF_GAP,"Kurang setor pada 2025-04, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0305,0.49
216,EMP-0213,12,2,1,0,77448000.0,77027000.0,320000.0,0.024294958575657284,2025-01,2025-01,2025-01,0.004131804565644045,ONE_OFF_GAP,"Kurang setor pada 2025-01, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0275,0.49
217,EMP-0239,12,1,1,0,162259000.0,162466000.0,318000.0,0.02326091727013386,2025-08,2025-08,2025-08,0.0019598296550576546,ONE_OFF_GAP,"Kurang setor pada 2025-08, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0233,0.49
218,EMP-0826,12,1,1,0,178177000.0,177584000.0,301000.0,0.020201342281879194,2025-02,2025-02,2025-02,0.0016893313951856861,ONE_OFF_GAP,"Kurang setor pada 2025-02, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0202,0.49
219,EMP-0024,12,1,1,0,112642000.0,112250000.0,299000.0,0.031397668801848154,2025-11,2025-11,2025-11,0.002654427300651622,ONE_OFF_GAP,"Kurang setor pada 2025-11, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0314,0.49
220,EMP-0961,12,1,1,0,166174000.0,165868000.0,287000.0,0.020696617869762745,2025-12,2025-12,2025-12,0.0017271053233357805,ONE_OFF_GAP,"Kurang setor pada 2025-12, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0207,0.49
221,EMP-0457,12,1,1,0,140702000.0,140760000.0,283000.0,0.02349912812422154,2025-01,2025-01,2025-01,0.0020113431223436765,ONE_OFF_GAP,"Kurang setor pada 2025-01, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0235,0.49
222,EMP-0829,12,1,1,0,167046000.0,166734000.0,275000.0,0.02100358970442221,2025-06,2025-06,2025-06,0.001646253127880943,ONE_OFF_GAP,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0.021,0.49
223,EMP-0169,12,1,1,0,130100000.0,129459000.0,264000.0,0.023878437047756874,2025-08,2025-08,2025-08,0.0020292083013066873,ONE_OFF_GAP,"Kurang setor pada 2025-08, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0239,0.49
224,EMP-0312,12,2,1,0,62741000.0,62706000.0,264000.0,0.025200314845507617,2025-03,2025-03,2025-03,0.004207774820292951,ONE_OFF_GAP,"Kurang setor pada 2025-03, tetapi tidak berulang berturut-turut — dianggap wajar.",0.028,0.49
225,EMP-0841,12,1,1,0,149393000.0,148748000.0,257000.0,0.021481109996656637,2025-11,2025-11,2025-11,0.0017202947929287182,ONE_OFF_GAP,"Kurang setor pada 2025-11, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0215,0.49
226,EMP-0980,12,1,1,0,124154000.0,123352000.0,252000.0,0.02369534555712271,2025-12,2025-12,2025-12,0.0020297372617877796,ONE_OFF_GAP,"Kurang setor pada 2025-12, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0237,0.49
227,EMP-0629,12,1,1,0,132282000.0,131952000.0,249000.0,0.021487745944080084,2025-10,2025-10,2025-10,0.0018823422687894045,ONE_OFF_GAP,"Kurang setor pada 2025-10, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0215,0.49
228,EMP-0972,12,1,1,0,131769000.0,131452000.0,249000.0,0.02182678821879383,2025-07,2025-07,2025-07,0.0018896705598433622,ONE_OFF_GAP,"Kurang setor pada 2025-07, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0218,0.49
229,EMP-0143,12,1,1,0,123296000.0,122876000.0,247000.0,0.023985239852398525,2025-07,2025-07,2025-07,0.0020033091097845833,ONE_OFF_GAP,"Kurang setor pada 2025-07, tetapi tidak berulang berturut-turut — dianggap wajar.",0.024,0.49
230,EMP-0541,12,1,1,0,135704000.0,135572000.0,247000.0,0.022262280306444344,2025-07,2025-07,2025-07,0.0018201379472970584,ONE_OFF_GAP,"Kurang setor pada 2025-07, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0223,0.49
231,EMP-0968,12,1,1,0,134538000.0,134001000.0,244000.0,0.021725580981212717,2025-02,2025-02,2025-02,0.0018136139975322956,ONE_OFF_GAP,"Kurang setor pada 2025-02, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0217,0.49
232,EMP-0459,12,1,1,0,123971000.0,123630000.0,241000.0,0.02292181852767738,2025-12,2025-12,2025-12,0.0019440030329673876,ONE_OFF_GAP,"Kurang setor pada 2025-12, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0229,0.49
233,EMP-0470,12,1,1,0,116948000.0,117309000.0,232000.0,0.024131474932390266,2025-04,2025-04,2025-04,0.001983787666313233,ONE_OFF_GAP,"Kurang setor pada 2025-04, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0241,0.49
234,EMP-0635,12,1,1,0,133875000.0,133328000.0,232000.0,0.02062772294834178,2025-09,2025-09,2025-09,0.0017329598506069094,ONE_OFF_GAP,"Kurang setor pada 2025-09, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0206,0.49
235,EMP-0722,12,1,1,0,96288000.0,96480000.0,228000.0,0.027727106895293688,2025-12,2025-12,2025-12,0.0023678963110667995,ONE_OFF_GAP,"Kurang setor pada 2025-12, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0277,0.49
236,EMP-0209,12,1,1,0,118077000.0,118042000.0,226000.0,0.02296981400548836,2025-11,2025-11,2025-11,0.0019140052677490112,ONE_OFF_GAP,"Kurang setor pada 2025-11, tetapi tidak berulang berturut-turut — dianggap wajar.",0.023,0.49
237,EMP-0619,12,1,1,0,112860000.0,112501000.0,224000.0,0.02476506357103372,2025-05,2025-05,2025-05,0.0019847598794967215,ONE_OFF_GAP,"Kurang setor pada 2025-05, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0248,0.49
238,EMP-0031,12,1,1,0,125351000.0,125136000.0,223000.0,0.021386784309964515,2025-06,2025-06,2025-06,0.0017790045552089732,ONE_OFF_GAP,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0214,0.49
239,EMP-0127,12,1,1,0,91528000.0,91396000.0,218000.0,0.026114039290848108,2025-09,2025-09,2025-09,0.0023817848090201908,ONE_OFF_GAP,"Kurang setor pada 2025-09, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0261,0.49
240,EMP-0416,12,1,1,0,85424000.0,85330000.0,217000.0,0.03137651821862348,2025-06,2025-06,2025-06,0.0025402697134294812,ONE_OFF_GAP,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0314,0.49
241,EMP-0823,12,1,1,0,109370000.0,109222000.0,215000.0,0.022082990961380444,2025-05,2025-05,2025-05,0.001965804151046905,ONE_OFF_GAP,"Kurang setor pada 2025-05, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0221,0.49
242,EMP-0415,12,2,1,0,68414000.0,68138000.0,212000.0,0.020058489625252245,2025-06,2025-06,2025-06,0.0030987809512672843,ONE_OFF_GAP,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0201,0.49
243,EMP-0628,12,1,1,0,96941000.0,97368000.0,208000.0,0.027495042961004627,2025-10,2025-10,2025-10,0.002145634973850074,ONE_OFF_GAP,"Kurang setor pada 2025-10, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0275,0.49
244,EMP-0117,12,1,1,0,103679000.0,103562000.0,207000.0,0.024327182982724176,2025-08,2025-08,2025-08,0.00199654703459717,ONE_OFF_GAP,"Kurang setor pada 2025-08, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0243,0.49
245,EMP-0512,12,1,1,0,116116000.0,115775000.0,207000.0,0.021900126957257723,2025-12,2025-12,2025-12,0.0017827000585621275,ONE_OFF_GAP,"Kurang setor pada 2025-12, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0219,0.49
246,EMP-0616,12,1,1,0,88142000.0,87863000.0,206000.0,0.027044768281475645,2025-02,2025-02,2025-02,0.0023371378003675886,ONE_OFF_GAP,"Kurang setor pada 2025-02, tetapi tidak berulang berturut-turut — dianggap wajar.",0.027,0.49
247,EMP-0973,12,1,1,0,105134000.0,105330000.0,202000.0,0.022737505628095452,2025-06,2025-06,2025-06,0.001921357505659444,ONE_OFF_GAP,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0227,0.49
248,EMP-0220,12,1,1,0,112414000.0,112138000.0,194000.0,0.0207597645799893,2025-06,2025-06,2025-06,0.0017257636949134449,ONE_OFF_GAP,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0208,0.49
249,EMP-0850,12,1,1,0,108879000.0,108686000.0,194000.0,0.0210938349461781,2025-07,2025-07,2025-07,0.0017817944690895397,ONE_OFF_GAP,"Kurang setor pada 2025-07, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0211,0.49
250,EMP-0373,12,1,1,0,96798000.0,96641000.0,192000.0,0.024334600760456272,2025-05,2025-05,2025-05,0.0019835120560342157,ONE_OFF_GAP,"Kurang setor pada 2025-05, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0243,0.49
251,EMP-0957,12,1,1,0,88108000.0,88001000.0,187000.0,0.025222551928783383,2025-01,2025-01,2025-01,0.0021223952422027514,ONE_OFF_GAP,"Kurang setor pada 2025-01, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0252,0.49
252,EMP-0444,12,1,1,0,98250000.0,97754000.0,186000.0,0.022030084093331754,2025-07,2025-07,2025-07,0.0018931297709923664,ONE_OFF_GAP,"Kurang setor pada 2025-07, tetapi tidak berulang berturut-turut — dianggap wajar.",0.022,0.49
253,EMP-0724,12,1,1,0,87480000.0,87554000.0,182000.0,0.025096525096525095,2025-03,2025-03,2025-03,0.002080475537265661,ONE_OFF_GAP,"Kurang setor pada 2025-03, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0251,0.49
254,EMP-0218,12,1,1,0,94916000.0,94461000.0,179000.0,0.022139764996907854,2025-12,2025-12,2025-12,0.0018858780395296893,ONE_OFF_GAP,"Kurang setor pada 2025-12, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0221,0.49
255,EMP-0125,12,1,1,0,73443000.0,73016000.0,178000.0,0.02869579235853619,2025-10,2025-10,2025-10,0.0024236482714486062,ONE_OFF_GAP,"Kurang setor pada 2025-10, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0287,0.49
256,EMP-0727,12,1,1,0,91031000.0,90977000.0,176000.0,0.02110564815925171,2025-02,2025-02,2025-02,0.0019334073008096142,ONE_OFF_GAP,"Kurang setor pada 2025-02, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0211,0.49
257,EMP-0234,12,1,1,0,92710000.0,92563000.0,175000.0,0.02351518409029831,2025-11,2025-11,2025-11,0.0018876065149390573,ONE_OFF_GAP,"Kurang setor pada 2025-11, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0235,0.49
258,EMP-0319,12,1,1,0,84906000.0,84579000.0,173000.0,0.02461932545894407,2025-06,2025-06,2025-06,0.002037547405365934,ONE_OFF_GAP,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0246,0.49
259,EMP-0615,12,1,1,0,55896000.0,55813000.0,172000.0,0.038461538461538464,2025-08,2025-08,2025-08,0.0030771432660655503,ONE_OFF_GAP,"Kurang setor pada 2025-08, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0385,0.49
260,EMP-0228,12,1,1,0,81836000.0,81418000.0,166000.0,0.02312299763198217,2025-09,2025-09,2025-09,0.0020284471381787966,ONE_OFF_GAP,"Kurang setor pada 2025-09, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0231,0.49
261,EMP-0314,12,2,1,0,47853000.0,47716000.0,163000.0,0.020933776786423455,2025-04,2025-04,2025-04,0.0034062650199569514,ONE_OFF_GAP,"Kurang setor pada 2025-04, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0212,0.49
262,EMP-0010,12,1,1,0,83257000.0,83049000.0,161000.0,0.0225332400279916,2025-11,2025-11,2025-11,0.0019337713345424408,ONE_OFF_GAP,"Kurang setor pada 2025-11, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0225,0.49
263,EMP-0317,12,1,1,0,70837000.0,70625000.0,160000.0,0.02345009526601202,2025-05,2025-05,2025-05,0.0022587066081285203,ONE_OFF_GAP,"Kurang setor pada 2025-05, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0235,0.49
264,EMP-0943,12,1,1,0,82781000.0,82962000.0,160000.0,0.023391812865497075,2025-04,2025-04,2025-04,0.0019328106691148936,ONE_OFF_GAP,"Kurang setor pada 2025-04, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0234,0.49
265,EMP-0108,12,1,1,0,94752000.0,94612000.0,159000.0,0.020234156273861034,2025-09,2025-09,2025-09,0.00167806484295846,ONE_OFF_GAP,"Kurang setor pada 2025-09, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0202,0.49
266,EMP-0122,12,1,1,0,90685000.0,90587000.0,158000.0,0.022175438596491227,2025-03,2025-03,2025-03,0.0017422947565749573,ONE_OFF_GAP,"Kurang setor pada 2025-03, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0222,0.49
267,EMP-0817,12,1,1,0,72120000.0,71973000.0,158000.0,0.028279935564703776,2025-07,2025-07,2025-07,0.0021907931225734886,ONE_OFF_GAP,"Kurang setor pada 2025-07, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0283,0.49
268,EMP-0129,12,1,1,0,91250000.0,91424000.0,155000.0,0.02043776371308017,2025-09,2025-09,2025-09,0.0016986301369863014,ONE_OFF_GAP,"Kurang setor pada 2025-09, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0204,0.49
269,EMP-0320,12,1,1,0,79953000.0,79472000.0,154000.0,0.02175141242937853,2025-06,2025-06,2025-06,0.0019261316023163608,ONE_OFF_GAP,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0218,0.49
270,EMP-0718,12,1,1,0,80420000.0,80311000.0,149000.0,0.022332134292565947,2025-11,2025-11,2025-11,0.0018527729420542154,ONE_OFF_GAP,"Kurang setor pada 2025-11, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0223,0.49
271,EMP-0944,12,1,1,0,76071000.0,76069000.0,148000.0,0.024406332453825858,2025-06,2025-06,2025-06,0.001945550866953241,ONE_OFF_GAP,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0244,0.49
272,EMP-0318,12,1,1,0,61532000.0,61381000.0,147000.0,0.029074367088607594,2025-07,2025-07,2025-07,0.0023890008450887343,ONE_OFF_GAP,"Kurang setor pada 2025-07, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0291,0.49
273,EMP-0821,12,1,1,0,81058000.0,80880000.0,146000.0,0.02178454192778275,2025-05,2025-05,2025-05,0.0018011794024032175,ONE_OFF_GAP,"Kurang setor pada 2025-05, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0218,0.49
274,EMP-0233,12,1,1,0,75942000.0,75673000.0,144000.0,0.022889842632331903,2025-06,2025-06,2025-06,0.0018961839298411946,ONE_OFF_GAP,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0229,0.49
275,EMP-0335,12,1,1,0,83877000.0,83997000.0,144000.0,0.02013986013986014,2025-06,2025-06,2025-06,0.0017167995994134269,ONE_OFF_GAP,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0201,0.49
276,EMP-0211,12,1,1,0,48402000.0,48312000.0,128000.0,0.028718869194525466,2025-01,2025-01,2025-01,0.0026445188215363,ONE_OFF_GAP,"Kurang setor pada 2025-01, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0287,0.49
277,EMP-0947,12,2,1,0,32373000.0,32178000.0,125000.0,0.022812009529939142,2025-04,2025-04,2025-04,0.003861242393352485,ONE_OFF_GAP,"Kurang setor pada 2025-04, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0252,0.49
278,EMP-0115,12,1,1,0,74946000.0,74794000.0,124000.0,0.02030456852791878,2025-10,2025-10,2025-10,0.0016545245910388813,ONE_OFF_GAP,"Kurang setor pada 2025-10, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0203,0.49
279,EMP-0818,12,1,1,0,63555000.0,63381000.0,121000.0,0.022557792692020878,2025-10,2025-10,2025-10,0.0019038627960034616,ONE_OFF_GAP,"Kurang setor pada 2025-10, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0226,0.49
280,EMP-0922,12,1,1,0,63516000.0,63441000.0,120000.0,0.021893814997263273,2025-02,2025-02,2025-02,0.001889287738522577,ONE_OFF_GAP,"Kurang setor pada 2025-02, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0219,0.49
281,EMP-0744,12,1,1,0,69537000.0,69406000.0,117000.0,0.020741003368197126,2025-08,2025-08,2025-08,0.0016825574873808188,ONE_OFF_GAP,"Kurang setor pada 2025-08, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0207,0.49
282,EMP-0438,12,1,1,0,47938000.0,47981000.0,107000.0,0.02634170359428853,2025-03,2025-03,2025-03,0.0022320497309024157,ONE_OFF_GAP,"Kurang setor pada 2025-03, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0263,0.49
283,EMP-0329,12,2,1,0,30441000.0,30453000.0,105000.0,0.020987672090562997,2025-03,2025-03,2025-03,0.003449295358233961,ONE_OFF_GAP,"Kurang setor pada 2025-03, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0212,0.49
284,EMP-0325,12,1,1,0,58732000.0,58737000.0,101000.0,0.020540980272523896,2025-10,2025-10,2025-10,0.0017196758155690254,ONE_OFF_GAP,"Kurang setor pada 2025-10, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0205,0.49
285,EMP-0936,12,1,1,0,59775000.0,59977000.0,101000.0,0.020147616197885496,2025-07,2025-07,2025-07,0.0016896695943120035,ONE_OFF_GAP,"Kurang setor pada 2025-07, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0201,0.49
286,EMP-0921,12,1,1,0,57168000.0,57006000.0,100000.0,0.021119324181626188,2025-05,2025-05,2025-05,0.0017492303386509936,ONE_OFF_GAP,"Kurang setor pada 2025-05, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0211,0.49
287,EMP-0340,12,1,1,0,50863000.0,51180000.0,95000.0,0.021522428636157682,2025-03,2025-03,2025-03,0.0018677624206200972,ONE_OFF_GAP,"Kurang setor pada 2025-03, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0215,0.49
288,EMP-0015,12,1,1,0,55288000.0,55090000.0,91000.0,0.020463233640656622,2025-09,2025-09,2025-09,0.0016459267833888005,ONE_OFF_GAP,"Kurang setor pada 2025-09, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0205,0.49
289,EMP-0742,12,1,1,0,67071000.0,66702000.0,88000.0,0.02387411828540423,2025-10,2025-10,2025-10,0.0013120424624651489,ONE_OFF_GAP,"Kurang setor pada 2025-10, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0239,0.49
290,EMP-0929,12,2,1,0,23259000.0,23078000.0,87000.0,0.022452105585123956,2025-03,2025-03,2025-03,0.003740487553205211,ONE_OFF_GAP,"Kurang setor pada 2025-03, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0225,0.49
291,EMP-0409,12,1,1,0,33969000.0,33887000.0,78000.0,0.02763018065887354,2025-06,2025-06,2025-06,0.002296211251435132,ONE_OFF_GAP,"Kurang setor pada 2025-06, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0276,0.49
292,EMP-0116,12,1,1,0,42990000.0,42961000.0,77000.0,0.020889853499728703,2025-10,2025-10,2025-10,0.0017911142126075831,ONE_OFF_GAP,"Kurang setor pada 2025-10, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0209,0.49
293,EMP-0940,12,2,1,0,22066000.0,22082000.0,75000.0,0.02066115702479339,2025-04,2025-04,2025-04,0.003398894226411674,ONE_OFF_GAP,"Kurang setor pada 2025-04, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0209,0.49
294,EMP-0133,12,1,1,0,45821000.0,45865000.0,74000.0,0.02058414464534075,2025-11,2025-11,2025-11,0.0016149800309901573,ONE_OFF_GAP,"Kurang setor pada 2025-11, tetapi tidak berulang berturut-turut — dianggap wajar.",0.0206,0.49
